episodeIndex,reason,totalReward,validPlacements,invalidPlacements,stepCount,stepScale,wLE,wCGS,wSS,supportRatioMin
1,completed,1.263359,4,2,4,0.182742,0.742738,0.290437,0.137391,0.801201
2,completed,0.861449,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
3,completed,0.691674,4,17,4,0.182742,0.742738,0.290437,0.137391,0.801201
4,failed,-1.552256,2,27,2,0.182742,0.742738,0.290437,0.137391,0.801201
5,completed,0.500919,3,16,3,0.182742,0.742738,0.290437,0.137391,0.801201
6,completed,0.990017,4,8,4,0.182742,0.742738,0.290437,0.137391,0.801201
7,failed,-1.772747,3,34,3,0.182742,0.742738,0.290437,0.137391,0.801201
8,completed,1.210613,4,3,4,0.182742,0.742738,0.290437,0.137391,0.801201
9,failed,-1.781242,2,32,2,0.182742,0.742738,0.290437,0.137391,0.801201
10,failed,-1.345740,4,28,4,0.182742,0.742738,0.290437,0.137391,0.801201
11,failed,-1.227962,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
12,failed,-1.353418,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
13,failed,-1.264610,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
14,failed,-1.580862,4,33,4,0.182742,0.742738,0.290437,0.137391,0.801201
15,completed,1.256385,3,1,3,0.182742,0.742738,0.290437,0.137391,0.801201
16,completed,0.875280,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
17,completed,-0.071852,5,33,5,0.182742,0.742738,0.290437,0.137391,0.801201
18,failed,-1.398285,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
19,completed,0.945655,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
20,completed,0.938090,4,9,4,0.182742,0.742738,0.290437,0.137391,0.801201
21,failed,-1.345407,4,28,4,0.182742,0.742738,0.290437,0.137391,0.801201
22,completed,0.395863,5,24,5,0.182742,0.742738,0.290437,0.137391,0.801201
23,completed,1.102430,4,4,4,0.182742,0.742738,0.290437,0.137391,0.801201
24,failed,-1.503296,2,26,2,0.182742,0.742738,0.290437,0.137391,0.801201
25,completed,0.437252,4,18,4,0.182742,0.742738,0.290437,0.137391,0.801201
26,failed,-1.181453,4,25,4,0.182742,0.742738,0.290437,0.137391,0.801201
27,completed,1.071372,3,6,3,0.182742,0.742738,0.290437,0.137391,0.801201
28,failed,-1.195377,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
29,failed,-1.186869,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
30,completed,0.151861,4,27,4,0.182742,0.742738,0.290437,0.137391,0.801201
31,completed,0.088273,4,27,4,0.182742,0.742738,0.290437,0.137391,0.801201
32,completed,0.850457,4,12,4,0.182742,0.742738,0.290437,0.137391,0.801201
33,completed,0.892500,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
34,completed,1.004798,3,6,3,0.182742,0.742738,0.290437,0.137391,0.801201
35,completed,0.209875,3,21,3,0.182742,0.742738,0.290437,0.137391,0.801201
36,completed,0.546613,3,17,3,0.182742,0.742738,0.290437,0.137391,0.801201
37,completed,-0.161782,4,29,4,0.182742,0.742738,0.290437,0.137391,0.801201
38,completed,0.762383,3,11,3,0.182742,0.742738,0.290437,0.137391,0.801201
39,failed,-1.597388,2,28,2,0.182742,0.742738,0.290437,0.137391,0.801201
40,completed,0.978518,4,10,4,0.182742,0.742738,0.290437,0.137391,0.801201
41,failed,-2.272995,4,47,4,0.182742,0.742738,0.290437,0.137391,0.801201
42,completed,1.059870,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
43,completed,0.887975,4,10,4,0.182742,0.742738,0.290437,0.137391,0.801201
44,completed,-0.178190,5,36,5,0.182742,0.742738,0.290437,0.137391,0.801201
45,failed,-1.338076,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
46,completed,0.689151,3,16,3,0.182742,0.742738,0.290437,0.137391,0.801201
47,failed,-1.440247,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
48,completed,0.413540,3,21,3,0.182742,0.742738,0.290437,0.137391,0.801201
49,failed,-1.789428,3,34,3,0.182742,0.742738,0.290437,0.137391,0.801201
50,completed,1.108807,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
51,failed,-1.593114,1,25,1,0.182742,0.742738,0.290437,0.137391,0.801201
52,failed,-1.250778,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
53,failed,-1.266253,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
54,failed,-1.177078,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
55,completed,1.333606,4,3,4,0.182742,0.742738,0.290437,0.137391,0.801201
56,completed,1.191944,4,5,4,0.182742,0.742738,0.290437,0.137391,0.801201
57,completed,0.994903,3,7,3,0.182742,0.742738,0.290437,0.137391,0.801201
58,failed,-2.151317,2,39,2,0.182742,0.742738,0.290437,0.137391,0.801201
59,completed,0.192020,4,23,4,0.182742,0.742738,0.290437,0.137391,0.801201
60,completed,0.833237,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
61,completed,0.841352,3,9,3,0.182742,0.742738,0.290437,0.137391,0.801201
62,failed,-1.207950,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
63,failed,-1.404957,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
64,completed,1.045320,5,10,5,0.182742,0.742738,0.290437,0.137391,0.801201
65,completed,0.453079,4,18,4,0.182742,0.742738,0.290437,0.137391,0.801201
66,failed,-1.504541,3,29,3,0.182742,0.742738,0.290437,0.137391,0.801201
67,completed,0.844298,4,12,4,0.182742,0.742738,0.290437,0.137391,0.801201
68,failed,-2.085896,3,40,3,0.182742,0.742738,0.290437,0.137391,0.801201
69,completed,1.282405,3,1,3,0.182742,0.742738,0.290437,0.137391,0.801201
70,completed,0.346019,3,20,3,0.182742,0.742738,0.290437,0.137391,0.801201
71,failed,-1.681282,3,32,3,0.182742,0.742738,0.290437,0.137391,0.801201
72,failed,-1.525607,4,32,4,0.182742,0.742738,0.290437,0.137391,0.801201
73,completed,1.068186,3,6,3,0.182742,0.742738,0.290437,0.137391,0.801201
74,completed,1.093200,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
75,completed,1.208080,3,1,3,0.182742,0.742738,0.290437,0.137391,0.801201
76,failed,-1.257427,4,26,4,0.182742,0.742738,0.290437,0.137391,0.801201
77,failed,-1.792874,3,34,3,0.182742,0.742738,0.290437,0.137391,0.801201
78,completed,1.098145,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
79,failed,-1.103527,3,21,3,0.182742,0.742738,0.290437,0.137391,0.801201
80,failed,-1.335829,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
81,failed,-1.212723,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
82,completed,0.478328,5,20,5,0.182742,0.742738,0.290437,0.137391,0.801201
83,failed,-1.439252,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
84,completed,0.468172,4,20,4,0.182742,0.742738,0.290437,0.137391,0.801201
85,failed,-1.301264,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
86,failed,-1.380951,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
87,completed,0.409528,4,19,4,0.182742,0.742738,0.290437,0.137391,0.801201
88,completed,0.924203,3,6,3,0.182742,0.742738,0.290437,0.137391,0.801201
89,failed,-1.558039,2,27,2,0.182742,0.742738,0.290437,0.137391,0.801201
90,failed,-1.800385,3,35,3,0.182742,0.742738,0.290437,0.137391,0.801201
91,completed,1.126882,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
92,completed,0.241046,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
93,failed,-1.829217,4,38,4,0.182742,0.742738,0.290437,0.137391,0.801201
94,failed,-1.595475,3,30,3,0.182742,0.742738,0.290437,0.137391,0.801201
95,completed,0.479747,4,19,4,0.182742,0.742738,0.290437,0.137391,0.801201
96,completed,1.293782,3,0,3,0.182742,0.742738,0.290437,0.137391,0.801201
97,completed,0.967282,4,8,4,0.182742,0.742738,0.290437,0.137391,0.801201
98,failed,-1.240045,3,23,3,0.182742,0.742738,0.290437,0.137391,0.801201
99,completed,1.195138,5,6,5,0.182742,0.742738,0.290437,0.137391,0.801201
100,completed,0.645792,4,16,4,0.182742,0.742738,0.290437,0.137391,0.801201
101,failed,-1.571747,4,32,4,0.182742,0.742738,0.290437,0.137391,0.801201
102,failed,-2.077981,4,42,4,0.182742,0.742738,0.290437,0.137391,0.801201
103,failed,-1.395871,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
104,failed,-1.112141,3,20,3,0.182742,0.742738,0.290437,0.137391,0.801201
105,failed,-1.722997,4,36,4,0.182742,0.742738,0.290437,0.137391,0.801201
106,completed,0.597232,4,15,4,0.182742,0.742738,0.290437,0.137391,0.801201
107,completed,1.092421,4,5,4,0.182742,0.742738,0.290437,0.137391,0.801201
108,failed,-1.239214,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
109,failed,-1.229730,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
110,completed,1.086560,4,6,4,0.182742,0.742738,0.290437,0.137391,0.801201
111,failed,-1.450553,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
112,completed,-0.333830,5,38,5,0.182742,0.742738,0.290437,0.137391,0.801201
113,completed,0.541464,4,19,4,0.182742,0.742738,0.290437,0.137391,0.801201
114,failed,-1.745273,3,33,3,0.182742,0.742738,0.290437,0.137391,0.801201
115,completed,0.753817,4,13,4,0.182742,0.742738,0.290437,0.137391,0.801201
116,completed,0.319382,3,18,3,0.182742,0.742738,0.290437,0.137391,0.801201
117,completed,1.246709,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
118,completed,1.292914,3,2,3,0.182742,0.742738,0.290437,0.137391,0.801201
119,completed,0.479508,3,16,3,0.182742,0.742738,0.290437,0.137391,0.801201
120,failed,-1.586087,3,30,3,0.182742,0.742738,0.290437,0.137391,0.801201
121,completed,1.080437,4,7,4,0.182742,0.742738,0.290437,0.137391,0.801201
122,failed,-1.262527,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
123,failed,-1.319962,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
124,completed,1.197608,5,6,5,0.182742,0.742738,0.290437,0.137391,0.801201
125,completed,1.073474,5,10,5,0.182742,0.742738,0.290437,0.137391,0.801201
126,failed,-2.059627,4,42,4,0.182742,0.742738,0.290437,0.137391,0.801201
127,completed,0.955047,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
128,failed,-1.233610,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
129,failed,-1.772242,4,36,4,0.182742,0.742738,0.290437,0.137391,0.801201
130,completed,0.873501,3,9,3,0.182742,0.742738,0.290437,0.137391,0.801201
131,failed,-1.480107,1,23,1,0.182742,0.742738,0.290437,0.137391,0.801201
132,failed,-1.551158,2,27,2,0.182742,0.742738,0.290437,0.137391,0.801201
133,completed,0.770935,3,10,3,0.182742,0.742738,0.290437,0.137391,0.801201
134,completed,0.136844,3,23,3,0.182742,0.742738,0.290437,0.137391,0.801201
135,completed,0.264402,5,29,5,0.182742,0.742738,0.290437,0.137391,0.801201
136,completed,0.975436,3,7,3,0.182742,0.742738,0.290437,0.137391,0.801201
137,completed,0.679495,5,18,5,0.182742,0.742738,0.290437,0.137391,0.801201
138,failed,-1.194468,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
139,completed,0.591547,3,13,3,0.182742,0.742738,0.290437,0.137391,0.801201
140,failed,-1.281332,4,26,4,0.182742,0.742738,0.290437,0.137391,0.801201
141,failed,-1.092826,3,20,3,0.182742,0.742738,0.290437,0.137391,0.801201
142,failed,-1.237283,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
143,failed,-1.451231,3,27,3,0.182742,0.742738,0.290437,0.137391,0.801201
144,failed,-1.334777,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
145,completed,0.765911,3,10,3,0.182742,0.742738,0.290437,0.137391,0.801201
146,failed,-1.238220,4,26,4,0.182742,0.742738,0.290437,0.137391,0.801201
147,failed,-1.403227,3,27,3,0.182742,0.742738,0.290437,0.137391,0.801201
148,failed,-1.331201,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
149,failed,-1.629970,3,31,3,0.182742,0.742738,0.290437,0.137391,0.801201
150,completed,0.105133,5,28,5,0.182742,0.742738,0.290437,0.137391,0.801201
151,failed,-1.344253,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
152,failed,-1.260903,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
153,failed,-1.430951,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
154,completed,0.176052,5,31,5,0.182742,0.742738,0.290437,0.137391,0.801201
155,failed,-1.060821,3,20,3,0.182742,0.742738,0.290437,0.137391,0.801201
156,completed,0.511637,5,19,5,0.182742,0.742738,0.290437,0.137391,0.801201
157,completed,1.416210,4,1,4,0.182742,0.742738,0.290437,0.137391,0.801201
158,failed,-1.229880,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
159,failed,-1.838966,2,33,2,0.182742,0.742738,0.290437,0.137391,0.801201
160,completed,0.694090,4,14,4,0.182742,0.742738,0.290437,0.137391,0.801201
161,failed,-1.718312,3,33,3,0.182742,0.742738,0.290437,0.137391,0.801201
162,failed,-1.198964,3,23,3,0.182742,0.742738,0.290437,0.137391,0.801201
163,failed,-1.592276,2,28,2,0.182742,0.742738,0.290437,0.137391,0.801201
164,completed,1.064361,5,11,5,0.182742,0.742738,0.290437,0.137391,0.801201
165,failed,-1.804250,3,35,3,0.182742,0.742738,0.290437,0.137391,0.801201
166,completed,0.345192,3,20,3,0.182742,0.742738,0.290437,0.137391,0.801201
167,completed,0.722829,3,13,3,0.182742,0.742738,0.290437,0.137391,0.801201
168,failed,-1.340259,1,20,1,0.182742,0.742738,0.290437,0.137391,0.801201
169,failed,-1.284701,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
170,failed,-1.319528,4,28,4,0.182742,0.742738,0.290437,0.137391,0.801201
171,completed,0.763457,5,16,5,0.182742,0.742738,0.290437,0.137391,0.801201
172,completed,0.979648,4,9,4,0.182742,0.742738,0.290437,0.137391,0.801201
173,failed,-1.310822,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
174,completed,1.059319,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
175,failed,-1.547829,2,27,2,0.182742,0.742738,0.290437,0.137391,0.801201
176,failed,-1.191762,4,25,4,0.182742,0.742738,0.290437,0.137391,0.801201
177,failed,-1.733206,3,33,3,0.182742,0.742738,0.290437,0.137391,0.801201
178,failed,-2.269820,2,42,2,0.182742,0.742738,0.290437,0.137391,0.801201
179,completed,1.103056,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
180,completed,0.264990,3,20,3,0.182742,0.742738,0.290437,0.137391,0.801201
181,completed,0.642307,3,13,3,0.182742,0.742738,0.290437,0.137391,0.801201
182,completed,1.404798,4,3,4,0.182742,0.742738,0.290437,0.137391,0.801201
183,completed,0.634002,4,14,4,0.182742,0.742738,0.290437,0.137391,0.801201
184,completed,0.497544,3,19,3,0.182742,0.742738,0.290437,0.137391,0.801201
185,completed,0.109530,3,24,3,0.182742,0.742738,0.290437,0.137391,0.801201
186,completed,1.054800,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
187,failed,-1.872522,4,39,4,0.182742,0.742738,0.290437,0.137391,0.801201
188,completed,1.151622,4,6,4,0.182742,0.742738,0.290437,0.137391,0.801201
189,failed,-1.308233,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
190,failed,-1.325013,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
191,failed,-1.468854,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
192,failed,-0.944274,4,20,4,0.182742,0.742738,0.290437,0.137391,0.801201
193,failed,-1.458131,4,31,4,0.182742,0.742738,0.290437,0.137391,0.801201
194,completed,0.850099,4,12,4,0.182742,0.742738,0.290437,0.137391,0.801201
195,failed,-2.244811,3,43,3,0.182742,0.742738,0.290437,0.137391,0.801201
196,completed,1.076689,3,2,3,0.182742,0.742738,0.290437,0.137391,0.801201
197,completed,0.816979,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
198,completed,1.134281,4,5,4,0.182742,0.742738,0.290437,0.137391,0.801201
199,failed,-1.368128,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
200,completed,0.892295,4,11,4,0.182742,0.742738,0.290437,0.137391,0.801201
201,completed,-0.325758,5,35,5,0.182742,0.742738,0.290437,0.137391,0.801201
202,completed,0.475633,3,13,3,0.182742,0.742738,0.290437,0.137391,0.801201
203,completed,0.684290,5,16,5,0.182742,0.742738,0.290437,0.137391,0.801201
204,completed,0.941147,3,11,3,0.182742,0.742738,0.290437,0.137391,0.801201
205,failed,-1.935999,3,37,3,0.182742,0.742738,0.290437,0.137391,0.801201
206,completed,1.134781,3,0,3,0.182742,0.742738,0.290437,0.137391,0.801201
207,failed,-1.416451,3,27,3,0.182742,0.742738,0.290437,0.137391,0.801201
208,completed,0.710157,3,10,3,0.182742,0.742738,0.290437,0.137391,0.801201
209,completed,0.250050,5,26,5,0.182742,0.742738,0.290437,0.137391,0.801201
210,failed,-1.500934,3,28,3,0.182742,0.742738,0.290437,0.137391,0.801201
211,failed,-1.289617,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
212,failed,-1.643175,3,30,3,0.182742,0.742738,0.290437,0.137391,0.801201
213,completed,0.266068,4,21,4,0.182742,0.742738,0.290437,0.137391,0.801201
214,completed,0.637466,5,15,5,0.182742,0.742738,0.290437,0.137391,0.801201
215,completed,0.755144,3,10,3,0.182742,0.742738,0.290437,0.137391,0.801201
216,failed,-1.374667,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
217,completed,0.894465,3,9,3,0.182742,0.742738,0.290437,0.137391,0.801201
218,completed,1.266988,4,3,4,0.182742,0.742738,0.290437,0.137391,0.801201
219,failed,-1.684920,3,32,3,0.182742,0.742738,0.290437,0.137391,0.801201
220,completed,0.366454,4,22,4,0.182742,0.742738,0.290437,0.137391,0.801201
221,completed,0.688493,3,13,3,0.182742,0.742738,0.290437,0.137391,0.801201
222,completed,0.955408,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
223,failed,-1.648429,3,32,3,0.182742,0.742738,0.290437,0.137391,0.801201
224,failed,-1.365987,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
225,failed,-1.224810,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
226,failed,-1.984021,3,38,3,0.182742,0.742738,0.290437,0.137391,0.801201
227,completed,0.872497,4,11,4,0.182742,0.742738,0.290437,0.137391,0.801201
228,completed,0.809378,4,13,4,0.182742,0.742738,0.290437,0.137391,0.801201
229,failed,-1.331432,3,24,3,0.182742,0.742738,0.290437,0.137391,0.801201
230,completed,0.648028,3,11,3,0.182742,0.742738,0.290437,0.137391,0.801201
231,failed,-1.684305,3,33,3,0.182742,0.742738,0.290437,0.137391,0.801201
232,completed,1.302482,3,0,3,0.182742,0.742738,0.290437,0.137391,0.801201
233,failed,-1.340470,4,28,4,0.182742,0.742738,0.290437,0.137391,0.801201
234,completed,0.810439,4,12,4,0.182742,0.742738,0.290437,0.137391,0.801201
235,failed,-1.615070,3,30,3,0.182742,0.742738,0.290437,0.137391,0.801201
236,completed,0.699335,3,12,3,0.182742,0.742738,0.290437,0.137391,0.801201
237,completed,1.216869,4,4,4,0.182742,0.742738,0.290437,0.137391,0.801201
238,failed,-1.536362,2,27,2,0.182742,0.742738,0.290437,0.137391,0.801201
239,failed,-1.508608,3,29,3,0.182742,0.742738,0.290437,0.137391,0.801201
240,completed,1.273563,3,0,3,0.182742,0.742738,0.290437,0.137391,0.801201
241,failed,-1.077978,3,20,3,0.182742,0.742738,0.290437,0.137391,0.801201
242,failed,-1.411444,3,27,3,0.182742,0.742738,0.290437,0.137391,0.801201
243,failed,-1.661678,3,32,3,0.182742,0.742738,0.290437,0.137391,0.801201
244,completed,0.397509,3,18,3,0.182742,0.742738,0.290437,0.137391,0.801201
245,failed,-1.370664,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
246,completed,0.842392,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
247,completed,0.837945,4,11,4,0.182742,0.742738,0.290437,0.137391,0.801201
248,failed,-1.240302,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
249,failed,-1.301711,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
250,failed,-1.261449,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
251,failed,-1.698642,2,30,2,0.182742,0.742738,0.290437,0.137391,0.801201
252,failed,-1.218541,3,23,3,0.182742,0.742738,0.290437,0.137391,0.801201
253,completed,0.419597,3,20,3,0.182742,0.742738,0.290437,0.137391,0.801201
254,completed,1.125729,4,7,4,0.182742,0.742738,0.290437,0.137391,0.801201
255,failed,-1.380647,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
256,failed,-1.377296,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
257,failed,-1.667729,3,32,3,0.182742,0.742738,0.290437,0.137391,0.801201
258,completed,0.953968,4,10,4,0.182742,0.742738,0.290437,0.137391,0.801201
259,completed,0.725770,4,14,4,0.182742,0.742738,0.290437,0.137391,0.801201
260,completed,0.691719,4,17,4,0.182742,0.742738,0.290437,0.137391,0.801201
261,completed,0.440773,4,19,4,0.182742,0.742738,0.290437,0.137391,0.801201
262,completed,1.128889,3,1,3,0.182742,0.742738,0.290437,0.137391,0.801201
263,failed,-1.487674,2,26,2,0.182742,0.742738,0.290437,0.137391,0.801201
264,completed,1.141464,4,8,4,0.182742,0.742738,0.290437,0.137391,0.801201
265,failed,-1.884858,3,36,3,0.182742,0.742738,0.290437,0.137391,0.801201
266,completed,0.359832,3,19,3,0.182742,0.742738,0.290437,0.137391,0.801201
267,failed,-1.384000,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
268,completed,0.778963,5,16,5,0.182742,0.742738,0.290437,0.137391,0.801201
269,failed,-1.275190,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
270,failed,-1.846437,4,39,4,0.182742,0.742738,0.290437,0.137391,0.801201
271,failed,-1.339342,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
272,failed,-1.760796,4,36,4,0.182742,0.742738,0.290437,0.137391,0.801201
273,completed,0.218121,4,25,4,0.182742,0.742738,0.290437,0.137391,0.801201
274,completed,-0.161758,4,31,4,0.182742,0.742738,0.290437,0.137391,0.801201
275,failed,-1.345718,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
276,failed,-1.127698,4,23,4,0.182742,0.742738,0.290437,0.137391,0.801201
277,completed,1.285143,5,5,5,0.182742,0.742738,0.290437,0.137391,0.801201
278,completed,0.685979,3,12,3,0.182742,0.742738,0.290437,0.137391,0.801201
279,completed,-0.099130,4,31,4,0.182742,0.742738,0.290437,0.137391,0.801201
280,completed,0.848731,3,11,3,0.182742,0.742738,0.290437,0.137391,0.801201
281,failed,-2.355090,4,48,4,0.182742,0.742738,0.290437,0.137391,0.801201
282,completed,1.176342,4,2,4,0.182742,0.742738,0.290437,0.137391,0.801201
283,completed,1.074807,4,8,4,0.182742,0.742738,0.290437,0.137391,0.801201
284,completed,1.039388,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
285,failed,-1.348013,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
286,failed,-1.327569,1,20,1,0.182742,0.742738,0.290437,0.137391,0.801201
287,completed,0.074113,3,24,3,0.182742,0.742738,0.290437,0.137391,0.801201
288,failed,-1.464862,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
289,failed,-1.251813,4,26,4,0.182742,0.742738,0.290437,0.137391,0.801201
290,failed,-1.579440,2,28,2,0.182742,0.742738,0.290437,0.137391,0.801201
291,failed,-1.425084,3,27,3,0.182742,0.742738,0.290437,0.137391,0.801201
292,failed,-1.286600,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
293,completed,1.230677,5,7,5,0.182742,0.742738,0.290437,0.137391,0.801201
294,failed,-1.350305,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
295,completed,1.064965,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
296,failed,-1.304755,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
297,failed,-1.455229,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
298,completed,1.143308,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
299,completed,0.052335,5,33,5,0.182742,0.742738,0.290437,0.137391,0.801201
300,completed,0.440304,5,22,5,0.182742,0.742738,0.290437,0.137391,0.801201
301,failed,-1.256424,3,24,3,0.182742,0.742738,0.290437,0.137391,0.801201
302,failed,-1.503618,2,26,2,0.182742,0.742738,0.290437,0.137391,0.801201
303,failed,-2.715904,4,56,4,0.182742,0.742738,0.290437,0.137391,0.801201
304,completed,0.966409,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
305,failed,-1.217811,4,25,4,0.182742,0.742738,0.290437,0.137391,0.801201
306,failed,-1.344523,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
307,failed,-1.081841,4,23,4,0.182742,0.742738,0.290437,0.137391,0.801201
308,completed,1.132116,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
309,completed,0.920569,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
310,completed,0.992881,4,9,4,0.182742,0.742738,0.290437,0.137391,0.801201
311,completed,-0.097961,3,29,3,0.182742,0.742738,0.290437,0.137391,0.801201
312,failed,-1.836051,3,36,3,0.182742,0.742738,0.290437,0.137391,0.801201
313,completed,0.936024,5,11,5,0.182742,0.742738,0.290437,0.137391,0.801201
314,completed,1.189922,3,1,3,0.182742,0.742738,0.290437,0.137391,0.801201
315,completed,0.679140,3,10,3,0.182742,0.742738,0.290437,0.137391,0.801201
316,completed,1.234749,3,1,3,0.182742,0.742738,0.290437,0.137391,0.801201
317,failed,-1.305600,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
318,failed,-1.166655,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
319,completed,0.565750,4,15,4,0.182742,0.742738,0.290437,0.137391,0.801201
320,failed,-1.314162,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
321,completed,0.146245,5,27,5,0.182742,0.742738,0.290437,0.137391,0.801201
322,completed,0.459397,4,18,4,0.182742,0.742738,0.290437,0.137391,0.801201
323,completed,1.332397,4,2,4,0.182742,0.742738,0.290437,0.137391,0.801201
324,completed,0.882096,3,7,3,0.182742,0.742738,0.290437,0.137391,0.801201
325,completed,1.329317,3,0,3,0.182742,0.742738,0.290437,0.137391,0.801201
326,completed,0.277204,3,20,3,0.182742,0.742738,0.290437,0.137391,0.801201
327,failed,-1.976757,4,41,4,0.182742,0.742738,0.290437,0.137391,0.801201
328,completed,1.204664,3,0,3,0.182742,0.742738,0.290437,0.137391,0.801201
329,completed,1.209521,5,6,5,0.182742,0.742738,0.290437,0.137391,0.801201
330,failed,-1.275365,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
331,failed,-1.959025,3,37,3,0.182742,0.742738,0.290437,0.137391,0.801201
332,failed,-1.407145,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
333,completed,0.919389,4,9,4,0.182742,0.742738,0.290437,0.137391,0.801201
334,failed,-1.345280,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
335,completed,1.324416,4,1,4,0.182742,0.742738,0.290437,0.137391,0.801201
