episodeIndex,reason,totalReward,validPlacements,invalidPlacements,stepCount,stepScale,wLE,wCGS,wSS,supportRatioMin
4214,failed,-2.788210,4,57,4,0.182742,0.742738,0.290437,0.137391,0.801201
4215,failed,-1.204171,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
4216,completed,1.373200,3,0,3,0.182742,0.742738,0.290437,0.137391,0.801201
4217,completed,0.288588,3,20,3,0.182742,0.742738,0.290437,0.137391,0.801201
4218,completed,0.879706,3,7,3,0.182742,0.742738,0.290437,0.137391,0.801201
4219,failed,-1.286836,3,24,3,0.182742,0.742738,0.290437,0.137391,0.801201
4220,failed,-1.317628,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
4221,failed,-1.952311,4,41,4,0.182742,0.742738,0.290437,0.137391,0.801201
4222,failed,-1.350730,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
4223,failed,-1.340699,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
4224,completed,0.521114,5,20,5,0.182742,0.742738,0.290437,0.137391,0.801201
4225,completed,1.207241,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
4226,failed,-1.668919,3,32,3,0.182742,0.742738,0.290437,0.137391,0.801201
4227,completed,1.073750,4,6,4,0.182742,0.742738,0.290437,0.137391,0.801201
4228,completed,1.319714,3,0,3,0.182742,0.742738,0.290437,0.137391,0.801201
4229,completed,0.941231,4,9,4,0.182742,0.742738,0.290437,0.137391,0.801201
4230,failed,-1.118683,3,21,3,0.182742,0.742738,0.290437,0.137391,0.801201
4231,failed,-1.773249,4,37,4,0.182742,0.742738,0.290437,0.137391,0.801201
4232,failed,-1.072091,3,20,3,0.182742,0.742738,0.290437,0.137391,0.801201
4233,failed,-1.498026,2,26,2,0.182742,0.742738,0.290437,0.137391,0.801201
4234,completed,0.375159,5,24,5,0.182742,0.742738,0.290437,0.137391,0.801201
4235,failed,-1.265253,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
4236,failed,-1.096734,4,23,4,0.182742,0.742738,0.290437,0.137391,0.801201
4237,completed,1.071799,4,6,4,0.182742,0.742738,0.290437,0.137391,0.801201
4238,completed,0.184336,5,25,5,0.182742,0.742738,0.290437,0.137391,0.801201
4239,completed,0.547115,4,18,4,0.182742,0.742738,0.290437,0.137391,0.801201
4240,failed,-1.337283,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
4241,completed,0.404457,3,19,3,0.182742,0.742738,0.290437,0.137391,0.801201
4242,completed,1.139229,3,2,3,0.182742,0.742738,0.290437,0.137391,0.801201
4243,completed,0.544433,5,22,5,0.182742,0.742738,0.290437,0.137391,0.801201
4244,completed,1.274156,3,2,3,0.182742,0.742738,0.290437,0.137391,0.801201
4245,completed,0.593172,4,18,4,0.182742,0.742738,0.290437,0.137391,0.801201
4246,failed,-1.894383,1,31,1,0.182742,0.742738,0.290437,0.137391,0.801201
4247,failed,-1.316071,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
4248,completed,1.038112,4,7,4,0.182742,0.742738,0.290437,0.137391,0.801201
4249,completed,1.075809,4,5,4,0.182742,0.742738,0.290437,0.137391,0.801201
4250,failed,-1.330107,1,20,1,0.182742,0.742738,0.290437,0.137391,0.801201
4251,failed,-1.229699,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
4252,failed,-1.866912,4,39,4,0.182742,0.742738,0.290437,0.137391,0.801201
4253,failed,-1.310313,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
4254,failed,-1.575174,3,30,3,0.182742,0.742738,0.290437,0.137391,0.801201
4255,completed,-0.007869,3,28,3,0.182742,0.742738,0.290437,0.137391,0.801201
4256,completed,1.207868,4,2,4,0.182742,0.742738,0.290437,0.137391,0.801201
4257,failed,-1.432562,4,30,4,0.182742,0.742738,0.290437,0.137391,0.801201
4258,failed,-1.846550,3,36,3,0.182742,0.742738,0.290437,0.137391,0.801201
4259,completed,0.483235,5,22,5,0.182742,0.742738,0.290437,0.137391,0.801201
4260,completed,-0.112152,4,30,4,0.182742,0.742738,0.290437,0.137391,0.801201
4261,completed,0.752714,4,12,4,0.182742,0.742738,0.290437,0.137391,0.801201
4262,failed,-1.322178,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
4263,failed,-1.316365,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
4264,failed,-1.379269,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
4265,failed,-1.328386,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
4266,completed,0.876011,4,11,4,0.182742,0.742738,0.290437,0.137391,0.801201
4267,completed,1.351895,3,0,3,0.182742,0.742738,0.290437,0.137391,0.801201
4268,completed,1.088352,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
4269,failed,-1.595997,4,34,4,0.182742,0.742738,0.290437,0.137391,0.801201
4270,failed,-1.912908,3,36,3,0.182742,0.742738,0.290437,0.137391,0.801201
4271,completed,1.098776,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
4272,failed,-1.916726,2,34,2,0.182742,0.742738,0.290437,0.137391,0.801201
4273,completed,0.820291,4,14,4,0.182742,0.742738,0.290437,0.137391,0.801201
4274,failed,-1.898209,3,37,3,0.182742,0.742738,0.290437,0.137391,0.801201
4275,completed,0.116801,5,31,5,0.182742,0.742738,0.290437,0.137391,0.801201
4276,failed,-2.822242,3,55,3,0.182742,0.742738,0.290437,0.137391,0.801201
4277,completed,1.008003,3,7,3,0.182742,0.742738,0.290437,0.137391,0.801201
4278,failed,-1.383577,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
4279,failed,-1.255934,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
4280,failed,-1.390259,1,21,1,0.182742,0.742738,0.290437,0.137391,0.801201
4281,failed,-1.424997,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
4282,completed,0.859403,4,10,4,0.182742,0.742738,0.290437,0.137391,0.801201
4283,completed,1.082273,4,6,4,0.182742,0.742738,0.290437,0.137391,0.801201
4284,failed,-1.309007,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
4285,completed,0.934598,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
4286,failed,-1.240302,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
4287,completed,1.253568,4,5,4,0.182742,0.742738,0.290437,0.137391,0.801201
4288,completed,0.586411,5,21,5,0.182742,0.742738,0.290437,0.137391,0.801201
4289,failed,-1.422276,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
4290,completed,0.764066,3,10,3,0.182742,0.742738,0.290437,0.137391,0.801201
4291,failed,-1.274207,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
4292,failed,-1.419765,1,21,1,0.182742,0.742738,0.290437,0.137391,0.801201
4293,completed,1.118483,5,8,5,0.182742,0.742738,0.290437,0.137391,0.801201
4294,completed,0.300915,5,24,5,0.182742,0.742738,0.290437,0.137391,0.801201
4295,completed,1.188581,3,1,3,0.182742,0.742738,0.290437,0.137391,0.801201
4296,completed,0.955891,5,13,5,0.182742,0.742738,0.290437,0.137391,0.801201
4297,completed,0.355981,4,22,4,0.182742,0.742738,0.290437,0.137391,0.801201
4298,failed,-1.365539,4,29,4,0.182742,0.742738,0.290437,0.137391,0.801201
4299,failed,-1.433527,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
4300,completed,0.613431,3,14,3,0.182742,0.742738,0.290437,0.137391,0.801201
4301,failed,-1.195112,4,24,4,0.182742,0.742738,0.290437,0.137391,0.801201
4302,failed,-1.209874,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
4303,completed,0.986965,4,10,4,0.182742,0.742738,0.290437,0.137391,0.801201
4304,completed,0.811067,3,9,3,0.182742,0.742738,0.290437,0.137391,0.801201
4305,completed,1.038421,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
4306,completed,0.797689,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
4307,completed,1.170103,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
4308,failed,-1.347731,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
4309,failed,-1.767035,2,31,2,0.182742,0.742738,0.290437,0.137391,0.801201
4310,failed,-1.448825,1,22,1,0.182742,0.742738,0.290437,0.137391,0.801201
4311,failed,-1.218922,4,26,4,0.182742,0.742738,0.290437,0.137391,0.801201
4312,completed,0.802650,5,15,5,0.182742,0.742738,0.290437,0.137391,0.801201
4313,failed,-1.214810,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
4314,failed,-1.217181,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
4315,failed,-1.498314,3,28,3,0.182742,0.742738,0.290437,0.137391,0.801201
4316,failed,-1.445538,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
4317,failed,-2.455428,4,50,4,0.182742,0.742738,0.290437,0.137391,0.801201
4318,completed,0.440928,3,18,3,0.182742,0.742738,0.290437,0.137391,0.801201
4319,completed,1.141714,4,4,4,0.182742,0.742738,0.290437,0.137391,0.801201
4320,failed,-1.351155,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
4321,completed,0.905029,3,7,3,0.182742,0.742738,0.290437,0.137391,0.801201
4322,completed,-0.654858,5,45,5,0.182742,0.742738,0.290437,0.137391,0.801201
4323,completed,0.359446,5,24,5,0.182742,0.742738,0.290437,0.137391,0.801201
4324,completed,1.082978,4,7,4,0.182742,0.742738,0.290437,0.137391,0.801201
4325,failed,-1.325655,4,28,4,0.182742,0.742738,0.290437,0.137391,0.801201
4326,failed,-1.555200,2,27,2,0.182742,0.742738,0.290437,0.137391,0.801201
4327,completed,1.148767,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
4328,failed,-1.467655,3,27,3,0.182742,0.742738,0.290437,0.137391,0.801201
4329,failed,-1.835244,3,35,3,0.182742,0.742738,0.290437,0.137391,0.801201
4330,failed,-1.248581,3,23,3,0.182742,0.742738,0.290437,0.137391,0.801201
4331,failed,-2.226640,4,46,4,0.182742,0.742738,0.290437,0.137391,0.801201
4332,failed,-1.565853,2,27,2,0.182742,0.742738,0.290437,0.137391,0.801201
4333,failed,-1.346287,1,20,1,0.182742,0.742738,0.290437,0.137391,0.801201
4334,completed,0.252445,5,26,5,0.182742,0.742738,0.290437,0.137391,0.801201
4335,completed,0.838823,3,10,3,0.182742,0.742738,0.290437,0.137391,0.801201
4336,completed,0.520274,5,22,5,0.182742,0.742738,0.290437,0.137391,0.801201
4337,failed,-1.490133,3,28,3,0.182742,0.742738,0.290437,0.137391,0.801201
4338,failed,-1.336399,4,28,4,0.182742,0.742738,0.290437,0.137391,0.801201
4339,completed,1.370735,4,2,4,0.182742,0.742738,0.290437,0.137391,0.801201
4340,completed,0.665237,4,17,4,0.182742,0.742738,0.290437,0.137391,0.801201
4341,completed,1.234927,4,3,4,0.182742,0.742738,0.290437,0.137391,0.801201
4342,completed,1.206215,3,2,3,0.182742,0.742738,0.290437,0.137391,0.801201
4343,failed,-1.204643,3,23,3,0.182742,0.742738,0.290437,0.137391,0.801201
4344,failed,-1.252256,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
4345,failed,-1.211219,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
4346,completed,1.054344,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
4347,failed,-1.332273,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
4348,failed,-1.517341,3,29,3,0.182742,0.742738,0.290437,0.137391,0.801201
4349,failed,-1.506204,4,31,4,0.182742,0.742738,0.290437,0.137391,0.801201
4350,completed,0.426323,3,16,3,0.182742,0.742738,0.290437,0.137391,0.801201
4351,completed,0.229761,4,25,4,0.182742,0.742738,0.290437,0.137391,0.801201
4352,failed,-1.655882,2,29,2,0.182742,0.742738,0.290437,0.137391,0.801201
4353,failed,-1.845905,4,38,4,0.182742,0.742738,0.290437,0.137391,0.801201
4354,completed,0.176397,5,26,5,0.182742,0.742738,0.290437,0.137391,0.801201
4355,failed,-1.405588,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
4356,failed,-1.647892,3,31,3,0.182742,0.742738,0.290437,0.137391,0.801201
4357,completed,0.802089,3,11,3,0.182742,0.742738,0.290437,0.137391,0.801201
4358,completed,0.513049,5,20,5,0.182742,0.742738,0.290437,0.137391,0.801201
4359,completed,1.263492,3,2,3,0.182742,0.742738,0.290437,0.137391,0.801201
4360,completed,0.423704,3,19,3,0.182742,0.742738,0.290437,0.137391,0.801201
4361,completed,1.365571,5,5,5,0.182742,0.742738,0.290437,0.137391,0.801201
4362,failed,-1.530107,1,24,1,0.182742,0.742738,0.290437,0.137391,0.801201
4363,completed,1.137925,4,5,4,0.182742,0.742738,0.290437,0.137391,0.801201
4364,failed,-1.730107,1,28,1,0.182742,0.742738,0.290437,0.137391,0.801201
4365,failed,-1.536982,4,32,4,0.182742,0.742738,0.290437,0.137391,0.801201
4366,completed,1.102379,3,6,3,0.182742,0.742738,0.290437,0.137391,0.801201
4367,completed,0.110155,5,28,5,0.182742,0.742738,0.290437,0.137391,0.801201
4368,completed,-0.497289,5,39,5,0.182742,0.742738,0.290437,0.137391,0.801201
4369,failed,-1.409958,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
4370,completed,1.292194,3,0,3,0.182742,0.742738,0.290437,0.137391,0.801201
4371,completed,1.230217,3,2,3,0.182742,0.742738,0.290437,0.137391,0.801201
4372,completed,0.805834,4,14,4,0.182742,0.742738,0.290437,0.137391,0.801201
4373,failed,-1.557856,3,30,3,0.182742,0.742738,0.290437,0.137391,0.801201
4374,failed,-1.406115,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
4375,failed,-1.327934,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
4376,completed,1.220875,3,2,3,0.182742,0.742738,0.290437,0.137391,0.801201
4377,completed,1.232374,3,2,3,0.182742,0.742738,0.290437,0.137391,0.801201
4378,failed,-1.349769,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
4379,completed,0.730038,3,10,3,0.182742,0.742738,0.290437,0.137391,0.801201
4380,failed,-1.201393,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
4381,completed,1.167006,5,8,5,0.182742,0.742738,0.290437,0.137391,0.801201
4382,completed,0.826914,3,6,3,0.182742,0.742738,0.290437,0.137391,0.801201
4383,failed,-1.821683,4,37,4,0.182742,0.742738,0.290437,0.137391,0.801201
4384,completed,1.215913,3,2,3,0.182742,0.742738,0.290437,0.137391,0.801201
4385,failed,-1.602519,2,28,2,0.182742,0.742738,0.290437,0.137391,0.801201
4386,failed,-1.407119,3,27,3,0.182742,0.742738,0.290437,0.137391,0.801201
4387,completed,0.736535,3,12,3,0.182742,0.742738,0.290437,0.137391,0.801201
4388,failed,-1.441267,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
4389,completed,0.668113,4,16,4,0.182742,0.742738,0.290437,0.137391,0.801201
4390,failed,-1.595223,3,31,3,0.182742,0.742738,0.290437,0.137391,0.801201
4391,completed,0.885554,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
4392,completed,0.897781,5,14,5,0.182742,0.742738,0.290437,0.137391,0.801201
4393,failed,-1.277712,3,24,3,0.182742,0.742738,0.290437,0.137391,0.801201
4394,completed,0.324097,3,18,3,0.182742,0.742738,0.290437,0.137391,0.801201
4395,failed,-1.346922,1,20,1,0.182742,0.742738,0.290437,0.137391,0.801201
4396,completed,1.020231,3,6,3,0.182742,0.742738,0.290437,0.137391,0.801201
4397,failed,-1.228723,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
4398,failed,-1.461781,3,28,3,0.182742,0.742738,0.290437,0.137391,0.801201
4399,failed,-1.437823,4,29,4,0.182742,0.742738,0.290437,0.137391,0.801201
4400,failed,-1.389149,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
4401,failed,-1.252765,3,24,3,0.182742,0.742738,0.290437,0.137391,0.801201
4402,completed,0.555473,4,17,4,0.182742,0.742738,0.290437,0.137391,0.801201
4403,completed,0.265831,5,27,5,0.182742,0.742738,0.290437,0.137391,0.801201
4404,completed,1.011337,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
4405,failed,-1.706681,4,36,4,0.182742,0.742738,0.290437,0.137391,0.801201
4406,completed,0.995258,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
4407,failed,-1.904768,3,37,3,0.182742,0.742738,0.290437,0.137391,0.801201
4408,failed,-1.608314,2,28,2,0.182742,0.742738,0.290437,0.137391,0.801201
4409,failed,-1.537476,2,27,2,0.182742,0.742738,0.290437,0.137391,0.801201
4410,completed,1.170438,4,6,4,0.182742,0.742738,0.290437,0.137391,0.801201
4411,completed,0.737531,4,13,4,0.182742,0.742738,0.290437,0.137391,0.801201
4412,failed,-1.219699,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
4413,completed,0.772464,4,13,4,0.182742,0.742738,0.290437,0.137391,0.801201
4414,completed,0.501200,3,15,3,0.182742,0.742738,0.290437,0.137391,0.801201
4415,failed,-1.365905,4,28,4,0.182742,0.742738,0.290437,0.137391,0.801201
4416,completed,0.564844,3,16,3,0.182742,0.742738,0.290437,0.137391,0.801201
4417,completed,1.000067,3,6,3,0.182742,0.742738,0.290437,0.137391,0.801201
4418,completed,0.360371,3,19,3,0.182742,0.742738,0.290437,0.137391,0.801201
4419,failed,-1.784123,4,37,4,0.182742,0.742738,0.290437,0.137391,0.801201
4420,completed,1.172806,4,5,4,0.182742,0.742738,0.290437,0.137391,0.801201
4421,completed,0.744827,5,16,5,0.182742,0.742738,0.290437,0.137391,0.801201
4422,failed,-1.698987,4,36,4,0.182742,0.742738,0.290437,0.137391,0.801201
4423,completed,-0.065958,4,29,4,0.182742,0.742738,0.290437,0.137391,0.801201
4424,completed,0.948635,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
4425,failed,-1.668492,3,32,3,0.182742,0.742738,0.290437,0.137391,0.801201
4426,completed,0.593571,3,15,3,0.182742,0.742738,0.290437,0.137391,0.801201
4427,completed,0.772914,4,14,4,0.182742,0.742738,0.290437,0.137391,0.801201
4428,completed,0.866270,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
4429,completed,1.232183,4,1,4,0.182742,0.742738,0.290437,0.137391,0.801201
4430,completed,0.642232,3,13,3,0.182742,0.742738,0.290437,0.137391,0.801201
4431,completed,0.927156,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
4432,completed,1.283484,4,2,4,0.182742,0.742738,0.290437,0.137391,0.801201
4433,failed,-1.538381,3,29,3,0.182742,0.742738,0.290437,0.137391,0.801201
4434,failed,-1.270034,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
4435,completed,1.081188,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
4436,completed,0.702463,3,11,3,0.182742,0.742738,0.290437,0.137391,0.801201
4437,failed,-1.978118,2,35,2,0.182742,0.742738,0.290437,0.137391,0.801201
4438,failed,-2.157486,2,39,2,0.182742,0.742738,0.290437,0.137391,0.801201
4439,failed,-2.001013,3,38,3,0.182742,0.742738,0.290437,0.137391,0.801201
4440,failed,-1.480867,3,27,3,0.182742,0.742738,0.290437,0.137391,0.801201
4441,failed,-1.319503,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
4442,completed,1.304087,4,2,4,0.182742,0.742738,0.290437,0.137391,0.801201
4443,failed,-1.238974,3,23,3,0.182742,0.742738,0.290437,0.137391,0.801201
4444,completed,1.259641,3,1,3,0.182742,0.742738,0.290437,0.137391,0.801201
4445,completed,0.915017,3,9,3,0.182742,0.742738,0.290437,0.137391,0.801201
4446,failed,-1.343115,1,20,1,0.182742,0.742738,0.290437,0.137391,0.801201
4447,failed,-1.706733,2,30,2,0.182742,0.742738,0.290437,0.137391,0.801201
4448,failed,-1.575724,2,28,2,0.182742,0.742738,0.290437,0.137391,0.801201
4449,failed,-1.249388,3,23,3,0.182742,0.742738,0.290437,0.137391,0.801201
4450,failed,-1.263300,3,24,3,0.182742,0.742738,0.290437,0.137391,0.801201
4451,failed,-1.500635,2,26,2,0.182742,0.742738,0.290437,0.137391,0.801201
4452,completed,1.076452,4,4,4,0.182742,0.742738,0.290437,0.137391,0.801201
4453,completed,-0.157129,4,30,4,0.182742,0.742738,0.290437,0.137391,0.801201
4454,failed,-1.172935,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
4455,completed,1.244789,3,1,3,0.182742,0.742738,0.290437,0.137391,0.801201
4456,failed,-1.193443,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
4457,failed,-1.320311,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
4458,failed,-1.075988,4,22,4,0.182742,0.742738,0.290437,0.137391,0.801201
4459,completed,1.158859,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
4460,completed,1.079308,3,2,3,0.182742,0.742738,0.290437,0.137391,0.801201
4461,failed,-1.456935,3,28,3,0.182742,0.742738,0.290437,0.137391,0.801201
4462,failed,-1.199762,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
4463,completed,0.490017,5,23,5,0.182742,0.742738,0.290437,0.137391,0.801201
4464,failed,-1.392809,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
4465,failed,-1.330083,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
4466,failed,-2.004192,3,39,3,0.182742,0.742738,0.290437,0.137391,0.801201
4467,completed,1.161574,5,8,5,0.182742,0.742738,0.290437,0.137391,0.801201
4468,failed,-1.390939,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
4469,failed,-1.297123,3,24,3,0.182742,0.742738,0.290437,0.137391,0.801201
4470,failed,-1.205526,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
4471,failed,-1.298581,3,24,3,0.182742,0.742738,0.290437,0.137391,0.801201
4472,failed,-1.380557,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
4473,completed,1.252015,4,4,4,0.182742,0.742738,0.290437,0.137391,0.801201
4474,completed,0.512743,3,15,3,0.182742,0.742738,0.290437,0.137391,0.801201
4475,completed,0.667178,3,12,3,0.182742,0.742738,0.290437,0.137391,0.801201
4476,completed,1.166570,4,5,4,0.182742,0.742738,0.290437,0.137391,0.801201
4477,completed,0.248629,5,26,5,0.182742,0.742738,0.290437,0.137391,0.801201
4478,completed,0.990906,4,10,4,0.182742,0.742738,0.290437,0.137391,0.801201
4479,failed,-1.268839,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
4480,completed,0.990299,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
4481,completed,1.233362,5,7,5,0.182742,0.742738,0.290437,0.137391,0.801201
4482,failed,-1.501983,2,26,2,0.182742,0.742738,0.290437,0.137391,0.801201
4483,failed,-1.238479,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
4484,completed,0.846927,4,11,4,0.182742,0.742738,0.290437,0.137391,0.801201
4485,completed,1.021363,5,11,5,0.182742,0.742738,0.290437,0.137391,0.801201
4486,completed,1.027398,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
4487,failed,-2.201876,3,42,3,0.182742,0.742738,0.290437,0.137391,0.801201
4488,completed,0.789409,3,12,3,0.182742,0.742738,0.290437,0.137391,0.801201
4489,completed,1.082619,4,8,4,0.182742,0.742738,0.290437,0.137391,0.801201
4490,completed,1.228712,4,5,4,0.182742,0.742738,0.290437,0.137391,0.801201
4491,completed,1.220752,3,2,3,0.182742,0.742738,0.290437,0.137391,0.801201
4492,failed,-1.219213,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
4493,failed,-1.990507,3,39,3,0.182742,0.742738,0.290437,0.137391,0.801201
4494,failed,-1.482645,1,23,1,0.182742,0.742738,0.290437,0.137391,0.801201
4495,completed,-0.371014,5,38,5,0.182742,0.742738,0.290437,0.137391,0.801201
4496,completed,0.752696,3,11,3,0.182742,0.742738,0.290437,0.137391,0.801201
4497,completed,0.845619,4,12,4,0.182742,0.742738,0.290437,0.137391,0.801201
4498,completed,0.866117,5,14,5,0.182742,0.742738,0.290437,0.137391,0.801201
4499,completed,0.601291,3,15,3,0.182742,0.742738,0.290437,0.137391,0.801201
4500,completed,0.063093,4,27,4,0.182742,0.742738,0.290437,0.137391,0.801201
4501,failed,-1.476387,3,29,3,0.182742,0.742738,0.290437,0.137391,0.801201
4502,completed,1.259330,5,8,5,0.182742,0.742738,0.290437,0.137391,0.801201
4503,completed,1.011522,4,8,4,0.182742,0.742738,0.290437,0.137391,0.801201
4504,failed,-1.696772,3,33,3,0.182742,0.742738,0.290437,0.137391,0.801201
4505,completed,1.106534,3,2,3,0.182742,0.742738,0.290437,0.137391,0.801201
4506,completed,0.780027,4,12,4,0.182742,0.742738,0.290437,0.137391,0.801201
4507,completed,0.349765,4,22,4,0.182742,0.742738,0.290437,0.137391,0.801201
4508,completed,0.598898,4,18,4,0.182742,0.742738,0.290437,0.137391,0.801201
4509,completed,0.522361,4,18,4,0.182742,0.742738,0.290437,0.137391,0.801201
4510,completed,0.707320,4,12,4,0.182742,0.742738,0.290437,0.137391,0.801201
4511,failed,-1.173095,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
4512,failed,-1.852465,2,33,2,0.182742,0.742738,0.290437,0.137391,0.801201
4513,completed,0.549796,4,14,4,0.182742,0.742738,0.290437,0.137391,0.801201
4514,completed,0.548542,3,15,3,0.182742,0.742738,0.290437,0.137391,0.801201
4515,completed,0.712520,5,17,5,0.182742,0.742738,0.290437,0.137391,0.801201
4516,completed,1.167425,3,1,3,0.182742,0.742738,0.290437,0.137391,0.801201
4517,completed,0.562434,3,13,3,0.182742,0.742738,0.290437,0.137391,0.801201
4518,completed,1.127078,3,6,3,0.182742,0.742738,0.290437,0.137391,0.801201
4519,completed,1.049513,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
4520,completed,1.128222,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
4521,failed,-1.868061,3,36,3,0.182742,0.742738,0.290437,0.137391,0.801201
4522,failed,-2.308314,4,47,4,0.182742,0.742738,0.290437,0.137391,0.801201
4523,completed,0.235201,5,27,5,0.182742,0.742738,0.290437,0.137391,0.801201
4524,failed,-2.032423,3,39,3,0.182742,0.742738,0.290437,0.137391,0.801201
4525,failed,-1.461046,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
4526,failed,-1.396381,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
4527,failed,-1.482645,1,23,1,0.182742,0.742738,0.290437,0.137391,0.801201
4528,failed,-1.219174,3,23,3,0.182742,0.742738,0.290437,0.137391,0.801201
4529,completed,0.911124,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
4530,completed,0.983040,4,11,4,0.182742,0.742738,0.290437,0.137391,0.801201
4531,failed,-1.395802,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
4532,completed,1.042823,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
4533,failed,-1.274623,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
4534,failed,-1.409677,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
4535,completed,1.130849,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
4536,failed,-1.661463,3,31,3,0.182742,0.742738,0.290437,0.137391,0.801201
4537,completed,0.618188,5,19,5,0.182742,0.742738,0.290437,0.137391,0.801201
4538,failed,-1.249824,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
4539,completed,0.892973,3,7,3,0.182742,0.742738,0.290437,0.137391,0.801201
4540,failed,-1.241022,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
