run_id,case_name,cargo_count,total_mass_kg,secured_frac,Time,PosX,PosY,PosZ,VelX,VelY,VelZ,SpeedKmh,AccX,AccY,AccZ,LongAcc,LatAcc,VertAcc,Roll,Pitch,Yaw,RollRate,PitchRate,YawRate,AngVelX,AngVelY,AngVelZ,AngAccX,AngAccY,AngAccZ,SteerAngle,TargetSteer,Throttle,Brake,FL_Grounded,FR_Grounded,RL_Grounded,RR_Grounded,FL_ForwardSlip,FR_ForwardSlip,RL_ForwardSlip,RR_ForwardSlip,FL_SideSlip,FR_SideSlip,RL_SideSlip,RR_SideSlip,MaxForwardSlip,MaxSideSlip,RolloverRisk,IsRollover
20260703_205201,case01_boxes_2layer,6,62.2,1.000,0.639,679.390,-1.495,736.107,-0.170,0.466,-0.007,1.784,-1.726,0.987,0.087,1.727,0.083,0.984,-0.200,-0.090,-89.996,-0.490,0.130,0.046,0.010,0.002,0.004,0.003,0.021,0.024,12.800,0.381,1.000,0.000,1,1,1,1,-0.006,-0.002,-0.541,0.530,-0.008,-0.006,-0.003,-0.003,0.541,0.008,0.000,0
20260703_205201,case01_boxes_2layer,6,62.2,1.000,0.747,679.359,-1.447,736.108,-0.396,0.393,0.019,2.011,-2.261,-0.722,0.261,2.260,0.263,-0.723,-0.255,-0.050,-89.965,-0.549,0.405,0.310,0.008,0.007,0.009,-0.018,0.051,0.048,14.506,0.386,1.000,0.000,1,1,1,1,-0.007,-0.001,-0.218,0.762,-0.009,-0.003,-0.005,-0.005,0.762,0.009,0.000,0
20260703_205201,case01_boxes_2layer,6,62.2,1.000,0.854,679.302,-1.413,736.112,-0.633,0.226,0.045,2.426,-2.371,-1.671,0.266,2.372,0.271,-1.669,-0.294,0.017,-89.907,-0.388,0.667,0.576,0.005,0.012,0.012,-0.031,0.044,0.033,14.504,0.386,1.000,0.000,1,1,1,1,-0.008,-0.003,0.183,-0.383,-0.014,-0.007,-0.003,-0.003,0.383,0.014,0.000,0
20260703_205201,case01_boxes_2layer,6,62.2,1.000,0.959,679.223,-1.398,736.118,-0.856,0.076,0.069,3.105,-2.234,-1.499,0.240,2.237,0.242,-1.494,-0.314,0.092,-89.828,-0.197,0.746,0.791,0.002,0.015,0.012,-0.027,0.033,0.002,14.296,0.382,1.000,0.000,1,1,1,1,-0.006,-0.001,0.189,0.369,-0.013,-0.004,-0.003,-0.004,0.369,0.013,0.000,0
20260703_205201,case01_boxes_2layer,6,62.2,1.000,1.071,679.114,-1.397,736.127,-1.101,-0.044,0.095,3.983,-2.449,-1.201,0.252,2.454,0.247,-1.193,-0.318,0.160,-89.720,-0.045,0.685,1.084,0.000,0.019,0.009,-0.024,0.038,-0.037,13.521,0.362,1.000,0.000,1,1,1,1,-0.006,-0.003,0.164,-0.321,-0.012,-0.003,-0.003,-0.003,0.321,0.012,0.000,0
20260703_205201,case01_boxes_2layer,6,62.2,1.000,1.174,678.988,-1.404,736.138,-1.318,-0.085,0.114,4.774,-2.171,-0.415,0.193,2.174,0.180,-0.407,-0.312,0.198,-89.602,0.063,0.382,1.181,-0.002,0.021,0.004,-0.012,0.026,-0.046,13.094,0.352,1.000,0.000,1,1,1,1,-0.005,-0.003,0.148,-0.023,-0.011,-0.002,-0.003,-0.003,0.148,0.011,0.000,0
20260703_205201,case01_boxes_2layer,6,62.2,1.000,1.283,678.833,-1.413,736.151,-1.548,-0.085,0.133,5.603,-2.300,0.005,0.195,2.302,0.174,0.015,-0.299,0.206,-89.462,0.123,0.080,1.397,-0.002,0.024,-0.001,-0.007,0.026,-0.052,12.492,0.337,1.000,0.000,1,1,1,1,-0.005,-0.003,0.142,-0.168,-0.010,-0.001,-0.002,-0.003,0.168,0.010,0.000,0
20260703_205201,case01_boxes_2layer,6,62.2,1.000,1.383,678.668,-1.421,736.165,-1.760,-0.062,0.148,6.364,-2.120,0.225,0.151,2.121,0.124,0.232,-0.286,0.188,-89.320,0.138,-0.182,1.419,-0.003,0.026,-0.005,-0.003,0.017,-0.036,11.734,0.318,1.000,0.000,1,1,1,1,-0.005,-0.003,0.138,-0.115,-0.009,0.000,-0.002,-0.003,0.138,0.009,0.000,0
20260703_205201,case01_boxes_2layer,6,62.2,1.000,1.487,678.474,-1.426,736.181,-1.971,-0.035,0.164,7.122,-2.108,0.271,0.156,2.110,0.124,0.278,-0.270,0.152,-89.163,0.154,-0.356,1.568,-0.003,0.027,-0.007,-0.001,0.016,-0.019,11.190,0.304,1.000,0.000,1,1,1,1,-0.005,-0.002,0.136,-0.048,-0.008,0.000,-0.002,-0.003,0.136,0.008,0.000,0
20260703_205201,case01_boxes_2layer,6,62.2,1.000,1.591,678.257,-1.428,736.199,-2.203,-0.011,0.178,7.957,-2.319,0.241,0.139,2.321,0.098,0.246,-0.254,0.111,-88.998,0.161,-0.417,1.650,-0.003,0.028,-0.007,-0.002,0.009,-0.001,10.163,0.278,1.000,0.000,1,1,1,1,-0.004,-0.001,0.136,0.106,-0.005,0.002,-0.003,-0.003,0.136,0.005,0.000,0
