run_id,case_name,cargo_count,total_mass_kg,secured_frac,Time,PosX,PosY,PosZ,VelX,VelY,VelZ,SpeedKmh,AccX,AccY,AccZ,LongAcc,LatAcc,VertAcc,Roll,Pitch,Yaw,RollRate,PitchRate,YawRate,AngVelX,AngVelY,AngVelZ,AngAccX,AngAccY,AngAccZ,SteerAngle,TargetSteer,Throttle,Brake,FL_Grounded,FR_Grounded,RL_Grounded,RR_Grounded,FL_ForwardSlip,FR_ForwardSlip,RL_ForwardSlip,RR_ForwardSlip,FL_SideSlip,FR_SideSlip,RL_SideSlip,RR_SideSlip,MaxForwardSlip,MaxSideSlip,RolloverRisk,IsRollover
20260703_202842,case01_baseline_boxes,6,294.5,1.000,0.639,679.395,-1.501,736.112,-0.146,0.448,0.014,1.696,-1.619,0.957,0.080,1.618,0.080,0.958,-0.006,0.057,-89.997,0.158,0.387,0.045,-0.003,0.002,0.006,0.003,0.022,-0.036,12.800,0.380,1.000,0.000,1,1,1,1,-0.004,-0.002,0.737,-1.083,-0.009,-0.008,-0.001,-0.001,1.083,0.009,0.000,0
20260703_202842,case01_baseline_boxes,6,294.5,1.000,0.743,679.367,-1.456,736.115,-0.372,0.386,0.036,1.935,-2.263,-0.615,0.225,2.264,0.224,-0.611,0.015,0.089,-89.969,0.209,0.319,0.275,-0.004,0.007,0.005,-0.011,0.045,-0.014,14.442,0.384,1.000,0.000,1,1,1,1,-0.006,-0.003,0.451,-1.351,-0.011,-0.006,-0.002,-0.002,1.351,0.011,0.000,0
20260703_202842,case01_baseline_boxes,6,294.5,1.000,0.847,679.318,-1.423,736.120,-0.569,0.243,0.057,2.236,-1.967,-1.428,0.203,1.970,0.200,-1.424,0.045,0.116,-89.920,0.293,0.275,0.491,-0.006,0.010,0.004,-0.016,0.033,-0.004,14.447,0.384,1.000,0.000,1,1,1,1,-0.006,-0.003,-0.068,-0.119,-0.012,-0.005,-0.003,-0.003,0.119,0.012,0.000,0
20260703_202842,case01_baseline_boxes,6,294.5,1.000,0.951,679.247,-1.407,736.127,-0.796,0.077,0.079,2.894,-2.276,-1.660,0.223,2.281,0.214,-1.655,0.083,0.140,-89.849,0.388,0.241,0.707,-0.007,0.014,0.003,-0.015,0.036,-0.009,14.245,0.380,1.000,0.000,1,1,1,1,-0.005,-0.003,0.021,0.228,-0.012,-0.003,-0.003,-0.003,0.228,0.012,0.000,0
20260703_202842,case01_baseline_boxes,6,294.5,1.000,1.055,679.155,-1.405,736.136,-0.990,-0.034,0.098,3.582,-1.933,-1.117,0.186,1.937,0.176,-1.112,0.129,0.156,-89.759,0.454,0.157,0.907,-0.008,0.017,0.002,-0.007,0.033,-0.019,13.868,0.371,1.000,0.000,1,1,1,1,-0.005,-0.003,0.097,-0.241,-0.012,-0.003,-0.002,-0.002,0.241,0.012,0.000,0
20260703_202842,case01_baseline_boxes,6,294.5,1.000,1.155,679.045,-1.411,736.146,-1.199,-0.093,0.113,4.349,-2.097,-0.584,0.156,2.100,0.142,-0.579,0.174,0.158,-89.655,0.457,0.023,1.035,-0.008,0.019,-0.001,0.000,0.022,-0.024,13.198,0.354,1.000,0.000,1,1,1,1,-0.004,-0.002,0.134,0.267,-0.010,-0.001,-0.002,-0.002,0.267,0.010,0.000,0
20260703_202842,case01_baseline_boxes,6,294.5,1.000,1.263,678.904,-1.422,736.159,-1.416,-0.103,0.130,5.133,-2.170,-0.101,0.168,2.171,0.150,-0.096,0.221,0.145,-89.528,0.468,-0.136,1.275,-0.007,0.022,-0.003,0.007,0.028,-0.027,12.665,0.341,1.000,0.000,1,1,1,1,-0.004,-0.003,0.123,0.058,-0.010,-0.001,-0.002,-0.002,0.123,0.010,0.000,0
20260703_202842,case01_baseline_boxes,6,294.5,1.000,1.375,678.734,-1.433,736.174,-1.637,-0.078,0.145,5.924,-2.211,0.251,0.148,2.212,0.125,0.255,0.263,0.116,-89.380,0.418,-0.286,1.474,-0.006,0.024,-0.005,0.012,0.021,-0.018,12.006,0.321,1.000,0.000,1,1,1,1,-0.003,-0.001,0.131,0.205,-0.008,0.000,-0.002,-0.002,0.205,0.008,0.000,0
20260703_202842,case01_baseline_boxes,6,294.5,1.000,1.479,678.554,-1.439,736.190,-1.835,-0.044,0.157,6.633,-1.978,0.336,0.119,1.979,0.094,0.339,0.294,0.083,-89.233,0.309,-0.335,1.476,-0.005,0.025,-0.006,0.013,0.015,-0.005,11.372,0.309,1.000,0.000,1,1,1,1,-0.003,-0.001,0.126,0.263,-0.008,0.001,-0.002,-0.002,0.263,0.008,0.000,0
20260703_202842,case01_baseline_boxes,6,294.5,1.000,1.587,678.343,-1.442,736.207,-2.047,-0.011,0.170,7.396,-2.121,0.331,0.130,2.122,0.098,0.332,0.317,0.048,-89.069,0.235,-0.342,1.638,-0.003,0.027,-0.005,0.014,0.015,0.007,10.638,0.290,1.000,0.000,1,1,1,1,-0.004,-0.002,0.119,-0.021,-0.007,0.001,-0.002,-0.002,0.119,0.007,0.000,0
