run_id,case_name,cargo_count,total_mass_kg,secured_frac,Time,PosX,PosY,PosZ,VelX,VelY,VelZ,SpeedKmh,AccX,AccY,AccZ,LongAcc,LatAcc,VertAcc,Roll,Pitch,Yaw,RollRate,PitchRate,YawRate,AngVelX,AngVelY,AngVelZ,AngAccX,AngAccY,AngAccZ,SteerAngle,TargetSteer,Throttle,Brake,FL_Grounded,FR_Grounded,RL_Grounded,RR_Grounded,FL_ForwardSlip,FR_ForwardSlip,RL_ForwardSlip,RR_ForwardSlip,FL_SideSlip,FR_SideSlip,RL_SideSlip,RR_SideSlip,MaxForwardSlip,MaxSideSlip,RolloverRisk,IsRollover
20260703_211105,case01_boxes_2layer,6,62.2,1.000,0.647,679.389,-1.491,736.107,-0.188,0.466,-0.005,1.809,-1.902,0.993,0.115,1.903,0.111,0.991,-0.205,-0.088,-89.994,-0.535,0.150,0.060,0.010,0.003,0.004,0.003,0.031,0.028,14.334,0.381,1.000,0.000,1,1,1,1,-0.005,-0.002,0.647,0.806,-0.009,-0.006,-0.003,-0.003,0.806,0.009,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,0.755,679.355,-1.444,736.108,-0.426,0.380,0.021,2.057,-2.382,-0.859,0.256,2.382,0.259,-0.860,-0.259,-0.045,-89.961,-0.540,0.428,0.332,0.008,0.008,0.009,-0.020,0.045,0.049,14.514,0.386,1.000,0.000,1,1,1,1,-0.009,-0.003,0.471,-1.242,-0.014,-0.008,-0.003,-0.003,1.242,0.014,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,0.858,679.299,-1.412,736.112,-0.633,0.226,0.045,2.426,-2.073,-1.540,0.242,2.074,0.247,-1.538,-0.295,0.020,-89.904,-0.362,0.652,0.568,0.005,0.012,0.012,-0.028,0.039,0.028,14.504,0.386,1.000,0.000,1,1,1,1,-0.008,-0.003,0.183,-0.383,-0.014,-0.007,-0.003,-0.003,0.383,0.014,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,0.963,679.220,-1.398,736.118,-0.874,0.063,0.072,3.164,-2.407,-1.628,0.263,2.411,0.265,-1.623,-0.314,0.094,-89.825,-0.190,0.743,0.797,0.002,0.015,0.012,-0.029,0.038,-0.001,14.262,0.381,1.000,0.000,1,1,1,1,-0.005,0.000,0.181,0.531,-0.012,-0.003,-0.004,-0.004,0.531,0.012,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,1.077,679.107,-1.397,736.128,-1.101,-0.044,0.095,3.983,-2.276,-1.072,0.229,2.280,0.224,-1.064,-0.318,0.163,-89.713,-0.040,0.689,1.119,0.000,0.019,0.009,-0.022,0.034,-0.035,13.521,0.362,1.000,0.000,1,1,1,1,-0.006,-0.003,0.164,-0.321,-0.012,-0.003,-0.003,-0.003,0.321,0.012,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,1.182,678.979,-1.405,736.139,-1.340,-0.087,0.116,4.854,-2.391,-0.431,0.212,2.394,0.197,-0.422,-0.311,0.200,-89.593,0.068,0.367,1.201,-0.002,0.022,0.003,-0.013,0.028,-0.051,13.048,0.351,1.000,0.000,1,1,1,1,-0.005,-0.002,0.155,0.033,-0.011,-0.002,-0.003,-0.003,0.155,0.011,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,1.286,678.828,-1.414,736.152,-1.548,-0.085,0.133,5.603,-2.080,0.022,0.176,2.082,0.157,0.030,-0.299,0.206,-89.457,0.121,0.062,1.354,-0.002,0.024,-0.001,-0.006,0.024,-0.048,12.492,0.337,1.000,0.000,1,1,1,1,-0.005,-0.003,0.142,-0.168,-0.010,-0.001,-0.002,-0.003,0.168,0.010,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,1.390,678.655,-1.421,736.166,-1.760,-0.062,0.148,6.364,-2.120,0.225,0.151,2.121,0.124,0.232,-0.285,0.186,-89.310,0.144,-0.199,1.477,-0.003,0.026,-0.005,-0.003,0.017,-0.036,11.734,0.318,1.000,0.000,1,1,1,1,-0.005,-0.003,0.138,-0.115,-0.009,0.000,-0.002,-0.003,0.138,0.009,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,1.502,678.443,-1.426,736.184,-2.014,-0.030,0.167,7.274,-2.531,0.322,0.183,2.533,0.143,0.329,-0.268,0.146,-89.139,0.167,-0.396,1.702,-0.003,0.027,-0.007,-0.002,0.018,-0.020,10.867,0.296,1.000,0.000,1,1,1,1,-0.005,-0.002,0.136,-0.022,-0.006,0.002,-0.003,-0.003,0.136,0.006,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,1.606,678.224,-1.428,736.202,-2.224,-0.009,0.179,8.031,-2.101,0.207,0.126,2.103,0.087,0.212,-0.252,0.105,-88.974,0.161,-0.416,1.653,-0.003,0.028,-0.007,-0.002,0.007,0.002,10.129,0.277,1.000,0.000,1,1,1,1,-0.005,-0.002,0.136,0.081,-0.006,0.001,-0.003,-0.003,0.136,0.006,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,1.710,677.982,-1.429,736.221,-2.431,0.003,0.195,8.779,-2.072,0.124,0.161,2.075,0.117,0.127,-0.235,0.068,-88.804,0.168,-0.366,1.705,-0.003,0.029,-0.005,0.000,0.012,0.014,9.770,0.268,1.000,0.000,1,1,1,1,-0.005,-0.002,0.135,0.089,-0.007,0.000,-0.003,-0.003,0.135,0.007,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,1.810,677.726,-1.428,736.242,-2.637,0.008,0.210,9.524,-2.063,0.053,0.151,2.066,0.101,0.055,-0.219,0.043,-88.632,0.165,-0.250,1.713,-0.003,0.030,-0.003,-0.001,0.007,0.020,9.115,0.252,1.000,0.000,1,1,1,1,-0.005,-0.002,0.135,0.088,-0.005,0.001,-0.003,-0.003,0.135,0.005,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,1.910,677.451,-1.427,736.264,-2.863,0.009,0.229,10.339,-2.256,0.010,0.183,2.260,0.123,0.012,-0.202,0.031,-88.457,0.168,-0.126,1.749,-0.003,0.031,-0.001,0.000,0.009,0.023,8.456,0.234,1.000,0.000,1,1,1,1,-0.005,-0.002,0.135,0.087,-0.003,0.003,-0.003,-0.003,0.135,0.003,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,2.014,677.145,-1.426,736.288,-3.067,0.009,0.245,11.076,-2.044,-0.008,0.158,2.047,0.096,-0.007,-0.184,0.030,-88.273,0.174,-0.011,1.841,-0.003,0.031,0.001,0.001,0.004,0.018,8.097,0.225,1.000,0.000,1,1,1,1,-0.005,-0.002,0.135,0.087,-0.004,0.001,-0.003,-0.003,0.135,0.004,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,2.114,676.827,-1.425,736.313,-3.271,0.008,0.260,11.811,-2.036,-0.009,0.154,2.040,0.087,-0.007,-0.168,0.037,-88.094,0.164,0.076,1.796,-0.003,0.031,0.002,0.001,0.001,0.012,7.522,0.210,1.000,0.000,1,1,1,1,-0.005,-0.002,0.136,0.087,-0.003,0.002,-0.003,-0.003,0.136,0.003,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,2.222,676.462,-1.425,736.342,-3.494,0.007,0.277,12.617,-2.230,-0.006,0.173,2.235,0.091,-0.003,-0.151,0.051,-87.900,0.169,0.137,1.939,-0.003,0.031,0.003,0.002,-0.001,0.006,6.951,0.195,1.000,0.000,1,1,1,1,-0.004,-0.002,0.136,0.088,-0.002,0.002,-0.003,-0.003,0.136,0.003,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,2.330,676.074,-1.424,736.373,-3.695,0.007,0.293,13.345,-2.018,-0.004,0.161,2.023,0.081,-0.001,-0.135,0.066,-87.707,0.156,0.152,1.924,-0.002,0.031,0.002,0.002,-0.002,-0.001,6.448,0.182,1.000,0.000,1,1,1,1,-0.004,-0.002,0.137,0.088,-0.001,0.003,-0.003,-0.004,0.137,0.004,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,2.442,675.646,-1.423,736.407,-3.936,0.006,0.312,14.216,-2.411,-0.008,0.187,2.417,0.082,-0.005,-0.121,0.080,-87.510,0.143,0.138,1.977,-0.002,0.030,0.002,0.003,-0.007,-0.005,5.709,0.162,1.000,0.000,1,1,1,1,-0.004,-0.002,0.137,0.088,0.002,0.005,-0.004,-0.004,0.137,0.005,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,2.550,675.211,-1.422,736.441,-4.137,0.005,0.326,14.938,-2.001,-0.012,0.142,2.006,0.048,-0.009,-0.109,0.089,-87.326,0.121,0.094,1.835,-0.002,0.029,0.001,0.002,-0.010,-0.007,5.293,0.151,1.000,0.000,1,1,1,1,-0.004,-0.002,0.137,0.088,0.001,0.004,-0.004,-0.004,0.137,0.004,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,2.658,674.750,-1.422,736.478,-4.355,0.003,0.345,15.728,-2.186,-0.019,0.187,2.193,0.078,-0.015,-0.099,0.094,-87.147,0.101,0.050,1.797,-0.001,0.029,0.001,0.003,-0.007,-0.007,4.901,0.140,1.000,0.000,1,1,1,1,-0.004,-0.002,0.137,0.088,0.001,0.003,-0.004,-0.004,0.137,0.004,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,2.758,674.304,-1.422,736.513,-4.553,0.001,0.363,16.442,-1.977,-0.019,0.175,1.983,0.071,-0.016,-0.092,0.095,-86.985,0.072,0.009,1.617,-0.001,0.028,0.000,0.003,-0.007,-0.006,4.555,0.131,1.000,0.000,1,1,1,1,-0.004,-0.002,0.136,0.088,0.001,0.003,-0.004,-0.004,0.136,0.004,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,2.866,673.801,-1.422,736.553,-4.769,-0.001,0.383,17.224,-2.162,-0.019,0.202,2.170,0.082,-0.015,-0.086,0.093,-86.815,0.054,-0.020,1.699,-0.001,0.027,0.000,0.004,-0.007,-0.004,4.211,0.121,1.000,0.000,1,1,1,1,-0.004,-0.002,0.136,0.088,0.001,0.003,-0.004,-0.004,0.136,0.004,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,2.978,673.254,-1.422,736.597,-4.984,-0.002,0.403,18.001,-2.150,-0.013,0.206,2.158,0.080,-0.010,-0.083,0.089,-86.643,0.030,-0.041,1.715,0.000,0.026,-0.001,0.004,-0.008,-0.002,3.885,0.108,1.000,0.000,1,1,1,1,-0.004,-0.002,0.135,0.088,0.001,0.002,-0.004,-0.004,0.135,0.004,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,3.086,672.706,-1.422,736.642,-5.172,-0.001,0.421,18.682,-1.881,0.008,0.173,1.888,0.057,0.010,-0.083,0.084,-86.484,0.005,-0.052,1.590,0.000,0.025,-0.001,0.003,-0.010,-0.004,3.430,0.100,1.000,0.000,1,1,1,1,-0.002,-0.480,0.028,0.540,0.004,0.006,-0.004,-0.004,0.540,0.006,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,3.186,672.175,-1.422,736.685,-5.388,-0.002,0.441,19.461,-2.157,-0.010,0.202,2.165,0.064,-0.007,-0.084,0.079,-86.341,-0.014,-0.048,1.430,0.000,0.024,-0.001,0.003,-0.018,0.005,3.167,0.093,1.000,0.000,1,1,1,1,-0.014,-0.521,-0.012,0.398,0.003,0.004,-0.004,-0.004,0.521,0.004,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,3.290,671.608,-1.423,736.732,-5.528,-0.003,0.457,19.969,-1.401,-0.001,0.158,1.408,0.064,0.001,-0.087,0.075,-86.200,-0.031,-0.036,1.410,0.001,0.024,-0.001,0.002,0.004,-0.006,2.913,0.086,0.990,0.000,1,1,1,1,-0.015,-0.479,0.014,-0.470,0.001,0.002,-0.003,-0.003,0.479,0.003,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,3.394,671.016,-1.423,736.781,-5.825,-0.002,0.485,21.043,-2.972,0.003,0.285,2.984,0.080,0.007,-0.092,0.074,-86.065,-0.046,-0.018,1.354,0.001,0.021,0.000,0.004,-0.027,0.016,2.545,0.075,0.970,0.000,1,1,1,1,-0.001,0.359,0.227,0.330,0.004,0.005,-0.004,-0.004,0.359,0.005,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,3.506,670.359,-1.423,736.836,-5.955,-0.001,0.499,21.514,-1.300,0.008,0.143,1.307,0.050,0.010,-0.098,0.072,-85.927,-0.062,-0.012,1.378,0.001,0.021,0.000,0.001,-0.002,-0.009,2.328,0.069,0.939,0.000,1,1,1,1,-0.001,-0.363,0.042,0.550,0.004,0.005,-0.004,-0.004,0.550,0.005,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,3.610,669.723,-1.423,736.890,-6.157,-0.001,0.521,22.246,-2.022,0.006,0.215,2.033,0.067,0.009,-0.105,0.072,-85.807,-0.066,-0.004,1.207,0.001,0.020,0.000,0.001,-0.012,0.002,1.910,0.057,0.909,0.000,1,1,1,1,-0.002,0.349,0.200,-0.357,0.005,0.006,-0.004,-0.004,0.357,0.006,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,3.726,668.997,-1.423,736.951,-6.355,-0.001,0.539,22.962,-1.980,0.003,0.179,1.988,0.030,0.005,-0.112,0.071,-85.683,-0.075,-0.007,1.234,0.001,0.017,0.000,0.000,-0.024,0.002,1.749,0.052,0.881,0.000,1,1,1,1,-0.011,-0.343,0.055,0.229,0.003,0.004,-0.004,-0.004,0.343,0.004,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,3.834,668.303,-1.423,737.010,-6.550,-0.001,0.560,23.665,-1.943,0.000,0.209,1.954,0.059,0.002,-0.119,0.070,-85.578,-0.068,-0.009,1.051,0.001,0.016,0.000,0.000,-0.015,0.002,1.519,0.045,0.864,0.000,1,1,1,1,0.007,0.334,0.178,0.505,0.005,0.006,-0.005,-0.005,0.505,0.006,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,3.942,667.588,-1.423,737.072,-6.652,-0.001,0.573,24.036,-1.023,-0.001,0.133,1.030,0.052,0.000,-0.126,0.069,-85.481,-0.066,-0.011,0.971,0.001,0.016,-0.001,-0.002,0.003,-0.011,1.394,0.040,0.827,0.000,1,1,1,1,-0.011,-0.321,0.071,-0.369,0.002,0.002,-0.003,-0.003,0.369,0.003,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,4.331,664.876,-1.424,737.308,-7.277,-0.002,0.643,26.299,-6.248,-0.009,0.701,6.285,0.174,-0.002,-0.144,0.060,-85.185,-0.183,-0.089,2.957,0.001,0.011,0.000,-0.004,-0.056,0.010,0.812,0.025,0.758,0.000,1,1,1,1,0.004,0.277,0.121,0.389,0.005,0.005,-0.004,-0.004,0.389,0.005,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,4.434,664.124,-1.424,737.375,-7.403,-0.002,0.658,26.758,-1.267,0.001,0.148,1.275,0.040,0.003,-0.147,0.058,-85.121,-0.028,-0.027,0.647,0.000,0.010,0.000,-0.002,-0.009,0.000,0.729,0.022,0.738,0.000,1,1,1,1,0.001,0.262,0.122,0.203,0.004,0.004,-0.004,-0.004,0.262,0.004,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,4.538,663.354,-1.424,737.444,-7.528,-0.001,0.673,27.210,-1.248,0.002,0.147,1.256,0.039,0.003,-0.148,0.055,-85.061,-0.018,-0.026,0.598,0.000,0.009,0.000,-0.002,-0.009,0.001,0.609,0.019,0.722,0.000,1,1,1,1,0.003,0.252,0.121,0.367,0.005,0.005,-0.004,-0.004,0.367,0.005,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,4.641,662.571,-1.424,737.514,-7.601,-0.001,0.683,27.473,-0.724,0.004,0.101,0.730,0.038,0.005,-0.149,0.053,-85.006,-0.008,-0.024,0.549,0.000,0.009,-0.001,-0.003,0.006,-0.008,0.501,0.015,0.694,0.000,1,1,1,1,-0.008,-0.240,0.073,-0.141,0.003,0.003,-0.003,-0.003,0.240,0.003,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,4.754,661.705,-1.424,737.592,-7.778,-0.001,0.702,28.116,-1.777,0.003,0.195,1.787,0.038,0.004,-0.149,0.050,-84.951,0.003,-0.024,0.544,0.000,0.007,0.000,-0.001,-0.022,0.009,0.435,0.012,0.685,0.000,1,1,1,1,0.003,0.225,0.116,0.404,0.004,0.004,-0.003,-0.003,0.404,0.004,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,4.854,660.924,-1.424,737.662,-7.892,0.000,0.716,28.528,-1.136,0.003,0.131,1.143,0.030,0.004,-0.148,0.049,-84.908,0.012,-0.016,0.435,0.000,0.006,0.000,-0.001,-0.008,0.001,0.349,0.011,0.667,0.000,1,1,1,1,0.001,0.208,0.110,0.257,0.004,0.004,-0.003,-0.003,0.257,0.004,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,4.969,660.009,-1.425,737.745,-7.958,0.000,0.724,28.767,-0.659,0.003,0.089,0.664,0.029,0.004,-0.145,0.047,-84.863,0.024,-0.017,0.454,0.000,0.007,0.000,-0.002,0.005,-0.007,0.269,0.008,0.644,0.000,1,1,1,1,-0.007,-0.190,0.072,-0.112,0.003,0.003,-0.002,-0.002,0.190,0.003,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,5.073,659.173,-1.425,737.822,-8.110,0.000,0.741,29.319,-1.525,0.001,0.167,1.534,0.029,0.003,-0.142,0.046,-84.826,0.030,-0.013,0.364,-0.001,0.005,0.000,-0.001,-0.017,0.007,0.206,0.006,0.636,0.000,1,1,1,1,0.003,0.165,0.104,0.411,0.004,0.004,-0.003,-0.003,0.411,0.004,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,5.201,658.130,-1.424,737.917,-8.197,0.000,0.752,29.632,-0.865,0.002,0.110,0.871,0.031,0.002,-0.138,0.044,-84.786,0.044,-0.013,0.398,-0.001,0.006,0.000,-0.002,0.003,-0.006,0.142,0.004,0.610,0.000,1,1,1,1,-0.006,-0.124,0.071,-0.137,0.003,0.003,-0.002,-0.002,0.137,0.003,0.000,0
20260703_211105,case01_boxes_2layer,6,62.2,1.000,5.302,657.300,-1.424,737.993,-8.281,0.000,0.762,29.938,-0.843,0.000,0.099,0.849,0.021,0.001,-0.134,0.043,-84.759,0.039,-0.010,0.279,-0.001,0.005,-0.001,-0.001,-0.003,-0.001,0.096,0.003,0.596,0.000,1,1,1,1,-0.006,-0.074,0.072,-0.270,0.003,0.003,-0.002,-0.002,0.270,0.003,0.000,0
