run_id,case_name,cargo_count,total_mass_kg,secured_frac,Time,PosX,PosY,PosZ,VelX,VelY,VelZ,SpeedKmh,AccX,AccY,AccZ,LongAcc,LatAcc,VertAcc,Roll,Pitch,Yaw,RollRate,PitchRate,YawRate,AngVelX,AngVelY,AngVelZ,AngAccX,AngAccY,AngAccZ,SteerAngle,TargetSteer,Throttle,Brake,FL_Grounded,FR_Grounded,RL_Grounded,RR_Grounded,FL_ForwardSlip,FR_ForwardSlip,RL_ForwardSlip,RR_ForwardSlip,FL_SideSlip,FR_SideSlip,RL_SideSlip,RR_SideSlip,MaxForwardSlip,MaxSideSlip,RolloverRisk,IsRollover
20260703_203136,case01_baseline_boxes,6,294.5,1.000,2.038,677.221,-1.436,736.296,-2.917,0.013,0.226,10.533,-2.113,-0.052,0.143,2.116,0.081,-0.052,0.335,0.014,-88.329,-0.055,0.090,1.913,0.001,0.030,0.002,0.009,0.003,0.013,8.194,0.227,1.000,0.000,1,1,1,1,-0.004,-0.002,0.123,0.088,-0.004,0.001,-0.003,-0.003,0.123,0.004,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,2.150,676.881,-1.435,736.322,-3.128,0.007,0.241,11.294,-2.108,-0.058,0.151,2.112,0.082,-0.057,0.325,0.029,-88.136,-0.106,0.151,1.931,0.002,0.030,0.003,0.007,0.002,0.006,7.597,0.212,1.000,0.000,1,1,1,1,-0.004,-0.002,0.124,0.088,-0.003,0.002,-0.003,-0.003,0.124,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,2.250,676.557,-1.435,736.347,-3.338,0.002,0.256,12.054,-2.104,-0.045,0.157,2.109,0.082,-0.043,0.312,0.044,-87.962,-0.132,0.149,1.735,0.003,0.030,0.002,0.006,0.000,-0.001,7.038,0.197,1.000,0.000,1,1,1,1,-0.003,-0.002,0.125,0.088,-0.002,0.002,-0.003,-0.003,0.125,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,2.354,676.201,-1.434,736.374,-3.529,0.000,0.271,12.742,-1.907,-0.026,0.148,1.912,0.074,-0.024,0.295,0.057,-87.784,-0.166,0.139,1.786,0.003,0.030,0.002,0.004,-0.002,-0.005,6.545,0.184,1.000,0.000,1,1,1,1,-0.003,-0.002,0.125,0.087,-0.001,0.003,-0.003,-0.003,0.125,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,2.470,675.780,-1.435,736.407,-3.738,-0.002,0.288,13.497,-2.091,-0.016,0.169,2.096,0.081,-0.014,0.274,0.069,-87.586,-0.214,0.113,1.977,0.003,0.030,0.001,0.003,-0.003,-0.008,6.187,0.171,1.000,0.000,1,1,1,1,-0.003,-0.002,0.126,0.087,-0.002,0.002,-0.003,-0.003,0.126,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,2.570,675.395,-1.435,736.437,-3.928,-0.003,0.303,14.181,-1.894,-0.009,0.151,1.899,0.065,-0.007,0.254,0.074,-87.418,-0.201,0.053,1.679,0.004,0.029,0.000,0.002,-0.006,-0.007,5.613,0.159,1.000,0.000,1,1,1,1,-0.003,-0.002,0.126,0.087,0.001,0.003,-0.003,-0.003,0.126,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,2.678,674.958,-1.435,736.470,-4.135,-0.003,0.319,14.930,-2.075,-0.007,0.154,2.080,0.054,-0.005,0.231,0.075,-87.242,-0.226,0.014,1.755,0.004,0.028,0.000,0.001,-0.011,-0.007,5.198,0.142,1.000,0.000,1,1,1,1,-0.003,-0.002,0.126,0.087,0.000,0.002,-0.003,-0.003,0.126,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,2.782,674.518,-1.436,736.504,-4.341,-0.004,0.336,15.674,-2.060,-0.006,0.177,2.066,0.072,-0.004,0.209,0.073,-87.079,-0.219,-0.021,1.635,0.004,0.027,-0.001,0.000,-0.008,-0.005,4.646,0.133,1.000,0.000,1,1,1,1,-0.003,-0.002,0.126,0.087,0.002,0.004,-0.003,-0.003,0.126,0.004,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,2.883,674.073,-1.436,736.539,-4.527,-0.004,0.354,16.347,-1.860,-0.004,0.177,1.867,0.077,-0.002,0.188,0.069,-86.925,-0.209,-0.040,1.544,0.004,0.027,-0.001,-0.001,-0.006,-0.002,4.328,0.124,1.000,0.000,1,1,1,1,-0.003,-0.002,0.126,0.086,0.002,0.004,-0.003,-0.004,0.126,0.004,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,2.986,673.595,-1.436,736.577,-4.712,-0.005,0.372,17.016,-1.850,-0.001,0.179,1.857,0.075,0.000,0.168,0.065,-86.770,-0.206,-0.049,1.550,0.003,0.026,-0.001,-0.002,-0.007,0.000,4.028,0.116,1.000,0.000,1,1,1,1,-0.003,-0.002,0.125,0.086,0.002,0.003,-0.004,-0.004,0.125,0.004,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,3.090,673.094,-1.437,736.616,-4.914,-0.004,0.392,17.748,-2.023,0.003,0.202,2.032,0.083,0.005,0.148,0.060,-86.618,-0.192,-0.047,1.513,0.003,0.025,-0.001,-0.003,-0.009,0.001,3.735,0.108,1.000,0.000,1,1,1,1,-0.003,-0.002,0.125,0.086,0.001,0.003,-0.004,-0.004,0.125,0.004,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,3.190,672.593,-1.437,736.657,-5.067,-0.002,0.409,18.300,-1.525,0.024,0.168,1.533,0.074,0.025,0.132,0.056,-86.477,-0.167,-0.037,1.412,0.003,0.025,-0.001,-0.003,-0.003,-0.001,3.460,0.101,1.000,0.000,1,1,1,1,-0.010,-0.036,0.039,-0.594,0.001,0.002,-0.003,-0.003,0.594,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,3.294,672.058,-1.437,736.700,-5.237,-0.002,0.427,18.915,-1.701,0.000,0.176,1.709,0.067,0.002,0.117,0.053,-86.336,-0.151,-0.030,1.409,0.002,0.024,-0.001,-0.004,-0.010,0.002,3.210,0.094,1.000,0.000,1,1,1,1,-0.013,-0.535,-0.070,-0.134,0.001,0.002,-0.003,-0.003,0.535,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,3.402,671.478,-1.438,736.748,-5.464,-0.002,0.451,19.736,-2.268,0.003,0.241,2.279,0.090,0.004,0.103,0.052,-86.195,-0.131,-0.015,1.414,0.002,0.023,0.000,-0.004,-0.005,0.006,2.814,0.082,1.000,0.000,1,1,1,1,0.001,0.287,0.308,-0.461,0.002,0.003,-0.003,-0.003,0.461,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,3.510,670.875,-1.438,736.798,-5.618,-0.001,0.467,20.294,-1.542,0.006,0.166,1.550,0.060,0.007,0.093,0.052,-86.060,-0.102,0.004,1.346,0.001,0.022,0.000,-0.005,-0.011,-0.001,2.585,0.076,0.977,0.000,1,1,1,1,-0.016,-0.484,-0.056,-0.288,0.002,0.002,-0.003,-0.003,0.484,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,3.614,670.280,-1.438,736.848,-5.819,0.000,0.488,21.021,-2.007,0.007,0.209,2.017,0.066,0.009,0.087,0.053,-85.937,-0.067,0.010,1.231,0.001,0.020,0.000,-0.004,-0.018,0.004,2.383,0.070,0.958,0.000,1,1,1,1,-0.002,-0.427,-0.035,0.541,0.003,0.004,-0.004,-0.004,0.541,0.004,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,3.714,669.687,-1.438,736.898,-6.009,0.000,0.509,21.710,-1.905,0.006,0.202,1.915,0.063,0.008,0.083,0.055,-85.825,-0.039,0.014,1.122,0.000,0.018,0.000,-0.004,-0.019,0.002,2.082,0.062,0.931,0.000,1,1,1,1,-0.014,-0.376,-0.046,0.308,0.003,0.004,-0.004,-0.004,0.376,0.004,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,3.822,669.030,-1.438,736.954,-6.204,0.001,0.530,22.414,-1.944,0.005,0.218,1.955,0.072,0.007,0.081,0.056,-85.711,-0.013,0.012,1.137,0.000,0.018,0.000,-0.005,-0.008,0.001,1.808,0.057,0.915,0.000,1,1,1,1,0.011,0.361,0.250,0.545,0.005,0.006,-0.004,-0.004,0.545,0.006,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,3.922,668.404,-1.438,737.007,-6.384,0.001,0.548,23.066,-1.801,0.002,0.180,1.809,0.041,0.004,0.083,0.056,-85.614,0.013,0.007,0.972,0.000,0.015,0.000,-0.004,-0.022,0.001,1.566,0.047,0.888,0.000,1,1,1,1,0.000,0.346,0.223,0.249,0.004,0.005,-0.004,-0.004,0.346,0.005,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,4.030,667.711,-1.438,737.067,-6.495,0.001,0.562,23.468,-1.112,0.000,0.133,1.119,0.046,0.001,0.087,0.057,-85.517,0.040,0.002,0.963,-0.001,0.015,0.000,-0.004,0.000,-0.004,1.449,0.043,0.863,0.000,1,1,1,1,0.001,0.337,0.219,-0.192,0.003,0.003,-0.003,-0.003,0.337,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,4.130,667.052,-1.438,737.124,-6.613,0.001,0.576,23.897,-1.182,-0.001,0.141,1.190,0.047,0.000,0.092,0.056,-85.435,0.059,-0.004,0.825,-0.001,0.015,0.000,-0.004,-0.006,-0.004,1.257,0.038,0.834,0.000,1,1,1,1,-0.011,-0.332,-0.004,-0.243,0.002,0.003,-0.003,-0.003,0.332,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,4.238,666.326,-1.437,737.187,-6.791,0.001,0.595,24.541,-1.780,-0.001,0.197,1.790,0.052,0.001,0.101,0.055,-85.352,0.081,-0.012,0.834,-0.001,0.013,0.000,-0.002,-0.019,0.003,1.164,0.035,0.816,0.000,1,1,1,1,-0.010,-0.321,-0.002,0.160,0.002,0.003,-0.003,-0.003,0.321,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,4.346,665.585,-1.437,737.252,-6.953,0.001,0.614,25.129,-1.623,-0.001,0.191,1.633,0.056,0.000,0.110,0.054,-85.274,0.097,-0.016,0.772,-0.002,0.012,0.000,-0.002,-0.008,0.001,1.009,0.031,0.798,0.000,1,1,1,1,0.000,0.304,0.177,-0.092,0.003,0.003,-0.003,-0.003,0.304,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,4.446,664.883,-1.437,737.315,-7.089,0.001,0.630,25.622,-1.359,0.000,0.159,1.367,0.045,0.001,0.120,0.052,-85.208,0.102,-0.017,0.665,-0.002,0.011,0.000,-0.001,-0.010,0.000,0.920,0.026,0.779,0.000,1,1,1,1,0.000,0.294,0.164,-0.027,0.003,0.003,-0.003,-0.003,0.294,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,4.558,664.083,-1.437,737.386,-7.198,0.001,0.643,26.016,-1.087,0.000,0.131,1.095,0.038,0.001,0.133,0.050,-85.139,0.121,-0.020,0.688,-0.002,0.011,0.000,-0.001,-0.002,-0.002,0.782,0.024,0.755,0.000,1,1,1,1,-0.006,-0.282,0.061,-0.021,0.002,0.002,-0.003,-0.003,0.282,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,4.670,663.267,-1.437,737.459,-7.370,0.001,0.663,26.638,-1.719,0.002,0.191,1.729,0.043,0.003,0.145,0.048,-85.076,0.124,-0.017,0.627,-0.002,0.009,0.000,0.000,-0.018,0.004,0.663,0.020,0.740,0.000,1,1,1,1,0.001,0.268,0.141,0.104,0.003,0.003,-0.003,-0.003,0.268,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,4.774,662.493,-1.437,737.529,-7.447,0.001,0.672,26.920,-0.777,0.001,0.098,0.782,0.030,0.001,0.157,0.047,-85.022,0.116,-0.015,0.540,-0.002,0.009,0.000,0.000,0.004,-0.004,0.552,0.017,0.716,0.000,1,1,1,1,-0.007,-0.258,0.043,-0.157,0.002,0.003,-0.002,-0.002,0.258,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,4.886,661.649,-1.437,737.605,-7.631,0.001,0.692,27.584,-1.834,0.002,0.197,1.844,0.035,0.003,0.169,0.045,-84.970,0.121,-0.013,0.526,-0.002,0.007,0.000,0.002,-0.024,0.006,0.455,0.014,0.706,0.000,1,1,1,1,0.004,0.247,0.134,0.361,0.004,0.004,-0.003,-0.003,0.361,0.004,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,4.998,660.792,-1.437,737.683,-7.702,0.001,0.701,27.841,-0.709,0.000,0.088,0.714,0.025,0.001,0.180,0.044,-84.922,0.113,-0.010,0.477,-0.002,0.007,0.000,0.001,0.005,-0.004,0.397,0.011,0.682,0.000,1,1,1,1,-0.007,-0.233,0.046,-0.052,0.002,0.002,-0.002,-0.002,0.233,0.002,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,5.110,659.923,-1.437,737.762,-7.858,0.001,0.717,28.405,-1.559,0.000,0.166,1.568,0.026,0.002,0.190,0.044,-84.880,0.102,-0.005,0.424,-0.001,0.006,0.000,0.002,-0.018,0.004,0.317,0.010,0.673,0.000,1,1,1,1,0.004,0.216,0.118,0.409,0.004,0.004,-0.003,-0.003,0.409,0.004,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,5.214,659.099,-1.437,737.837,-7.908,0.001,0.724,28.589,-0.508,-0.001,0.065,0.511,0.019,-0.001,0.199,0.043,-84.844,0.085,-0.005,0.361,-0.001,0.007,0.000,0.001,0.010,-0.005,0.248,0.008,0.648,0.000,1,1,1,1,-0.007,-0.199,0.054,-0.296,0.002,0.002,-0.002,-0.002,0.296,0.002,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,5.322,658.238,-1.437,737.916,-8.077,0.001,0.742,29.200,-1.686,-0.001,0.176,1.695,0.023,0.000,0.206,0.043,-84.810,0.075,-0.004,0.336,-0.001,0.004,0.000,0.003,-0.023,0.005,0.192,0.006,0.639,0.000,1,1,1,1,0.002,0.178,0.107,0.256,0.003,0.003,-0.003,-0.003,0.256,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,5.434,657.332,-1.437,737.999,-8.133,0.001,0.748,29.404,-0.564,-0.002,0.067,0.567,0.016,-0.002,0.212,0.043,-84.779,0.062,-0.003,0.312,-0.001,0.005,0.000,0.002,0.007,-0.004,0.143,0.004,0.619,0.000,1,1,1,1,-0.006,-0.154,0.056,-0.126,0.002,0.002,-0.002,-0.002,0.154,0.002,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,5.538,656.479,-1.437,738.078,-8.212,0.000,0.757,29.690,-0.791,-0.002,0.088,0.796,0.015,-0.002,0.217,0.042,-84.753,0.044,-0.004,0.263,-0.001,0.005,0.000,0.002,-0.001,-0.001,0.106,0.003,0.605,0.000,1,1,1,1,-0.006,-0.120,0.058,-0.281,0.002,0.002,-0.002,-0.002,0.281,0.002,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,5.642,655.615,-1.436,738.158,-8.359,0.000,0.772,30.219,-1.462,-0.002,0.152,1.469,0.017,-0.001,0.220,0.042,-84.729,0.030,-0.005,0.236,0.000,0.003,0.000,0.003,-0.018,0.004,0.067,0.002,0.597,0.000,1,1,1,1,0.001,0.065,0.094,0.297,0.003,0.003,-0.002,-0.002,0.297,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,5.754,654.679,-1.436,738.244,-8.413,0.000,0.779,30.418,-0.547,-0.003,0.063,0.551,0.013,-0.002,0.222,0.041,-84.706,0.018,-0.005,0.227,0.000,0.004,0.000,0.002,0.006,-0.004,0.037,0.001,0.580,0.000,1,1,1,1,-0.005,-0.023,0.060,-0.162,0.002,0.002,-0.002,-0.002,0.162,0.002,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,5.858,653.797,-1.437,738.326,-8.486,0.000,0.786,30.680,-0.726,-0.002,0.079,0.730,0.011,-0.001,0.222,0.041,-84.687,0.003,-0.006,0.193,0.000,0.004,0.000,0.002,-0.001,-0.001,0.005,0.000,0.567,0.000,1,1,1,1,-0.004,-0.015,0.061,-0.262,0.002,0.002,-0.002,-0.002,0.262,0.002,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,5.962,652.909,-1.437,738.408,-8.612,0.000,0.800,31.137,-1.263,-0.001,0.132,1.269,0.014,-0.001,0.221,0.040,-84.670,-0.009,-0.007,0.173,0.000,0.002,0.000,0.003,-0.014,0.003,-0.014,-0.001,0.560,0.000,1,1,1,1,0.001,0.013,0.085,0.325,0.003,0.003,-0.002,-0.002,0.325,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,6.074,651.941,-1.437,738.498,-8.658,-0.001,0.805,31.302,-0.454,-0.002,0.055,0.457,0.012,-0.001,0.219,0.039,-84.653,-0.021,-0.007,0.168,0.000,0.003,0.000,0.001,0.007,-0.003,-0.031,-0.001,0.544,0.000,1,1,1,1,-0.004,-0.014,0.058,-0.203,0.002,0.002,-0.002,-0.002,0.203,0.002,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,6.178,651.035,-1.437,738.583,-8.727,-0.001,0.813,31.553,-0.694,-0.001,0.077,0.698,0.012,0.000,0.216,0.039,-84.638,-0.029,-0.007,0.145,0.001,0.003,0.000,0.001,-0.001,0.000,-0.042,-0.001,0.533,0.000,1,1,1,1,-0.004,-0.013,0.058,-0.235,0.002,0.002,-0.001,-0.001,0.235,0.002,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,6.290,650.050,-1.437,738.674,-8.811,-0.001,0.822,31.856,-0.836,-0.001,0.093,0.841,0.014,0.000,0.212,0.038,-84.624,-0.040,-0.006,0.140,0.001,0.003,0.000,0.001,-0.002,0.000,-0.054,-0.002,0.521,0.000,1,1,1,1,-0.004,-0.012,0.057,-0.228,0.002,0.002,-0.001,-0.001,0.228,0.002,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,6.394,649.128,-1.437,738.760,-8.878,-0.001,0.830,32.099,-0.670,0.000,0.076,0.674,0.013,0.000,0.208,0.037,-84.612,-0.042,-0.006,0.123,0.001,0.002,0.000,0.001,-0.002,0.000,-0.064,-0.002,0.511,0.000,1,1,1,1,-0.004,-0.011,0.056,-0.224,0.002,0.002,-0.001,-0.001,0.224,0.002,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,6.506,648.128,-1.437,738.854,-8.984,-0.001,0.841,32.486,-1.069,0.000,0.116,1.075,0.014,0.001,0.203,0.037,-84.600,-0.049,-0.006,0.122,0.001,0.001,0.000,0.001,-0.011,0.003,-0.074,-0.002,0.506,0.000,1,1,1,1,0.002,0.010,0.076,0.336,0.003,0.003,-0.002,-0.002,0.336,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,6.618,647.122,-1.437,738.948,-9.016,-0.001,0.845,32.601,-0.318,0.000,0.041,0.320,0.011,0.000,0.198,0.036,-84.589,-0.051,-0.005,0.114,0.001,0.002,0.000,0.000,0.008,-0.003,-0.081,-0.003,0.491,0.000,1,1,1,1,-0.004,-0.010,0.055,-0.226,0.002,0.002,-0.001,-0.001,0.226,0.002,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,6.730,646.105,-1.437,739.044,-9.088,-0.001,0.854,32.859,-0.714,0.000,0.082,0.718,0.015,0.001,0.193,0.036,-84.578,-0.052,-0.004,0.103,0.001,0.002,0.000,0.000,-0.001,0.000,-0.089,-0.003,0.481,0.000,1,1,1,1,-0.004,-0.010,0.054,-0.226,0.002,0.002,-0.001,-0.001,0.226,0.002,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,6.842,645.082,-1.437,739.140,-9.186,-0.001,0.864,33.217,-0.987,0.001,0.108,0.993,0.014,0.001,0.188,0.035,-84.568,-0.050,-0.005,0.100,0.001,0.001,0.000,0.000,-0.011,0.003,-0.098,-0.003,0.477,0.000,1,1,1,1,0.002,0.009,0.072,0.327,0.003,0.003,-0.002,-0.002,0.327,0.003,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,6.942,644.160,-1.437,739.227,-9.241,-0.001,0.871,33.416,-0.550,0.000,0.064,0.553,0.012,0.001,0.183,0.035,-84.560,-0.042,-0.004,0.082,0.001,0.001,0.000,-0.001,-0.001,0.000,-0.100,-0.003,0.469,0.000,1,1,1,1,0.002,0.009,0.070,0.324,0.002,0.002,-0.002,-0.002,0.324,0.002,0.000,0
20260703_203136,case01_baseline_boxes,6,294.5,1.000,7.054,643.124,-1.437,739.325,-9.264,-0.001,0.874,33.499,-0.228,0.000,0.034,0.230,0.012,0.000,0.179,0.035,-84.552,-0.043,-0.003,0.085,0.001,0.002,0.000,-0.001,0.009,-0.003,-0.103,-0.003,0.455,0.000,1,1,1,1,-0.004,-0.009,0.052,-0.225,0.002,0.002,-0.001,-0.001,0.225,0.002,0.000,0
